ortholog	carb	flav	macro
o3186	TR20748-c1_g7_i1	TR21732-c0_g1_i1	TR30281-c0_g2_i1
o3187	TR60863-c0_g1_i1	TR35244-c0_g1_i1	TR30283-c0_g1_i1
o3188	TR1847-c1_g2_i1	TR41866-c1_g1_i1	TR35106-c0_g1_i1
o3189	TR3267-c4_g2_i1	TR27640-c0_g1_i1	TR35128-c0_g1_i1
o3190	Matched_to_other_by_FastOrtho	TR33807-c0_g1_i1	TR30215-c1_g2_i1
o3191	TR55945-c3_g1_i2	TR27673-c1_g1_i1	TR3026-c1_g1_i1
o3192	TR25835-c1_g6_i1	TR13657-c0_g2_i3	TR30276-c2_g2_i1
o3193	TR25835-c1_g3_i3	TR45479-c0_g1_i5	TR30276-c2_g2_i3
o3194	TR50623-c1_g1_i1	TR5606-c0_g1_i1	TR30165-c0_g1_i1
o3195	TR56877-c7_g2_i1	TR25309-c5_g2_i2	TR30184-c2_g1_i1
o3196	TR35556-c0_g1_i1	TR13417-c0_g1_i1	Matched_to_other_by_FastOrtho
o3197	TR5470-c0_g2_i3	TR48475-c1_g2_i3	TR30214-c0_g5_i2
o3198	TR10219-c2_g3_i2	TR419-c0_g5_i1	TR9027-c1_g1_i1
o3199	TR31961-c0_g4_i1	TR2818-c0_g5_i2	TR42727-c0_g2_i1
o3200	TR37996-c0_g2_i3	TR35421-c0_g2_i1	TR38444-c0_g3_i1
o3201	TR37996-c0_g2_i5	TR36797-c2_g2_i2	TR38444-c0_g4_i1
o3202	TR39588-c0_g1_i1	TR9907-c0_g2_i1	TR38414-c0_g1_i2
o3203	TR12445-c0_g2_i1	TR47818-c0_g1_i1	TR38438-c0_g1_i1
o3204	TR28356-c3_g1_i2	TR35734-c0_g1_i1	TR38394-c2_g5_i1
o3205	TR704-c0_g1_i1	TR49940-c1_g1_i1	TR38409-c0_g4_i2
o3206	TR55026-c7_g1_i1	TR5417-c1_g2_i1	Matched_to_other_by_FastOrtho
o3207	TR59226-c0_g1_i1	Matched_to_other_by_FastOrtho	TR38338-c0_g2_i1
o3208	TR36816-c1_g1_i2	TR40667-c1_g1_i1	TR38339-c0_g2_i1
o3209	TR4039-c0_g2_i1	TR23142-c0_g1_i1	TR31911-c0_g1_i1
o3210	TR11258-c0_g2_i1	TR32896-c0_g1_i1	TR31912-c0_g1_i1
o3211	TR30645-c5_g1_i1	TR33532-c3_g1_i1	TR31863-c2_g1_i1
o3212	TR46075-c0_g8_i1	TR9743-c0_g1_i1	TR31957-c0_g4_i2
o3213	TR51526-c1_g1_i1	TR2959-c1_g1_i1	TR31959-c0_g1_i1
o3214	TR14501-c0_g1_i1	TR10316-c0_g1_i1	TR31926-c0_g2_i1
o3215	TR38653-c1_g8_i1	TR14918-c0_g2_i1	TR31934-c0_g2_i1
o3216	TR42094-c3_g1_i2	TR21657-c4_g3_i1	TR14736-c2_g1_i4
o3217	TR19251-c0_g1_i1	TR7553-c0_g2_i1	TR34592-c0_g1_i1
o3218	TR24960-c2_g4_i1	TR25179-c0_g2_i2	TR32995-c0_g1_i1
o3219	TR24617-c1_g1_i1	TR50316-c0_g1_i1	TR34584-c1_g1_i1
o3220	TR41041-c5_g2_i1	TR29252-c0_g2_i1	Matched_to_other_by_FastOrtho
o3221	TR579-c0_g2_i1	TR20176-c0_g2_i1	Matched_to_other_by_FastOrtho
o3222	TR56686-c0_g5_i1	TR9766-c2_g4_i1	TR34636-c2_g1_i1
o3223	TR30542-c0_g1_i1	TR45153-c0_g2_i1	Matched_to_other_by_FastOrtho
o3224	TR42558-c1_g1_i1	TR5182-c2_g2_i4	TR34618-c1_g2_i1
o3225	TR9253-c1_g1_i1	TR27987-c0_g2_i1	Matched_to_other_by_FastOrtho
o3226	TR56865-c0_g2_i1	TR9766-c2_g10_i1	TR34636-c2_g2_i4
o3227	TR10444-c1_g5_i1	TR9476-c1_g1_i1	TR34637-c0_g1_i1
o3228	TR608-c0_g3_i1	TR5422-c0_g4_i1	TR5035-c0_g1_i2
o3229	TR16550-c0_g1_i1	TR34868-c0_g2_i1	TR44361-c0_g2_i1
o3230	TR24682-c1_g1_i2	TR4841-c0_g1_i1	TR44356-c1_g1_i1
o3231	TR54390-c1_g4_i1	TR40146-c0_g1_i2	TR42877-c0_g1_i1
o3232	TR58545-c0_g1_i1	TR50166-c1_g1_i1	TR42866-c1_g1_i1
o3233	TR19591-c0_g1_i1	TR3950-c0_g1_i1	TR44370-c0_g1_i1
o3234	TR44226-c3_g2_i2	TR26678-c0_g1_i1	TR4285-c0_g3_i1
o3235	TR4236-c0_g3_i1	TR8037-c0_g1_i2	TR42848-c0_g2_i1
o3236	TR47963-c0_g8_i1	TR5589-c0_g1_i1	TR42860-c0_g1_i1
o3237	TR39681-c0_g6_i1	TR47108-c1_g1_i1	TR42859-c0_g1_i4
o3238	TR25525-c5_g2_i4	TR15752-c0_g2_i3	TR42841-c0_g1_i2
o3239	TR21259-c1_g12_i1	TR26679-c1_g1_i1	Matched_to_other_by_FastOrtho
o3240	TR46816-c0_g2_i1	Matched_to_other_by_FastOrtho	TR42843-c1_g1_i1
o3241	Matched_to_other_by_FastOrtho	TR5729-c1_g2_i1	TR11906-c1_g2_i1
o3242	TR5896-c0_g1_i1	TR2789-c0_g3_i4	TR11906-c0_g1_i1
o3243	TR37940-c0_g2_i1	TR8509-c0_g1_i2	TR11875-c1_g1_i2
o3244	Matched_to_other_by_FastOrtho	TR24740-c0_g1_i1	TR11870-c0_g5_i1
o3245	TR17167-c3_g9_i2	TR27113-c0_g2_i1	TR1201-c0_g3_i1
o3246	TR17167-c3_g10_i3	TR27113-c0_g3_i3	TR1201-c0_g2_i1
o3247	TR25726-c3_g5_i5	TR36136-c0_g1_i1	TR1197-c5_g2_i4
o3248	TR25726-c3_g6_i1	Matched_to_other_by_FastOrtho	TR1197-c3_g1_i1
o3249	TR28060-c3_g4_i1	TR18926-c0_g1_i1	TR12039-c0_g1_i1
o3250	TR19374-c0_g1_i2	Matched_to_other_by_FastOrtho	TR12027-c0_g1_i2
o3251	TR642-c1_g1_i1	TR15907-c0_g2_i1	TR37909-c0_g2_i1
o3252	TR48523-c0_g7_i1	TR12649-c0_g1_i1	TR39667-c0_g1_i2
o3253	TR7669-c2_g2_i1	TR40863-c1_g2_i1	TR39668-c0_g1_i1
o3254	TR8564-c2_g6_i3	TR48852-c0_g3_i1	TR46655-c0_g2_i2
o3255	TR1991-c0_g1_i1	TR10771-c0_g1_i1	TR39993-c0_g3_i1
o3256	TR49317-c0_g6_i3	TR1366-c1_g1_i1	TR9594-c1_g1_i1
o3257	TR57553-c1_g1_i1	TR43907-c0_g2_i1	Matched_to_other_by_FastOrtho
o3258	TR45485-c0_g3_i1	TR38416-c0_g2_i1	TR39615-c1_g3_i1
o3259	TR31096-c12_g1_i1	TR25939-c1_g3_i1	TR39586-c1_g1_i1
o3260	TR28133-c2_g6_i1	TR12224-c0_g1_i2	TR39587-c0_g2_i3
o3261	TR27975-c0_g2_i1	TR9417-c0_g1_i1	TR39666-c1_g1_i1
o3262	TR31586-c1_g1_i1	TR45194-c1_g1_i1	TR11175-c2_g1_i1
o3263	TR45485-c0_g6_i2	TR38416-c0_g6_i3	TR39615-c1_g6_i1
o3264	TR7339-c0_g1_i1	TR39066-c0_g1_i1	TR39937-c1_g1_i1
o3265	TR25924-c3_g6_i2	TR45158-c14_g6_i1	TR39918-c2_g3_i1
o3266	TR32946-c0_g5_i1	TR35838-c1_g7_i1	TR39961-c0_g8_i1
o3267	TR44429-c0_g1_i1	TR34500-c0_g1_i1	TR39965-c2_g1_i3
o3268	TR30483-c0_g1_i1	TR43625-c0_g1_i1	TR39965-c0_g1_i1
o3269	TR28021-c1_g1_i4	TR6670-c2_g2_i1	TR36751-c0_g1_i2
o3270	TR15062-c2_g1_i4	TR49728-c1_g2_i4	TR36744-c0_g1_i1
o3271	TR39311-c0_g1_i1	TR41189-c0_g1_i1	TR36746-c0_g1_i1
o3272	TR1945-c1_g2_i2	TR24955-c0_g2_i1	TR36731-c0_g1_i1
o3273	TR6556-c0_g3_i1	TR25953-c0_g1_i2	Matched_to_other_by_FastOrtho
o3274	TR14053-c0_g2_i1	TR38521-c0_g3_i3	TR36683-c0_g1_i1
o3275	TR56096-c0_g1_i1	TR37171-c0_g1_i1	TR367-c0_g1_i1
o3276	TR1049-c0_g1_i1	TR32387-c0_g4_i4	TR36672-c5_g1_i1
o3277	TR1049-c0_g4_i1	TR32387-c0_g3_i1	TR36672-c5_g3_i1
o3278	TR10716-c0_g1_i1	TR12024-c5_g3_i5	TR41217-c1_g1_i5
o3279	TR44929-c0_g5_i2	TR11841-c0_g1_i1	TR41214-c0_g2_i1
o3280	TR11142-c2_g1_i1	TR7097-c0_g1_i1	TR5205-c1_g4_i1
o3281	TR5503-c0_g1_i1	TR4394-c1_g1_i1	TR9331-c0_g1_i1
o3282	TR45691-c2_g2_i1	TR12333-c1_g1_i2	TR43615-c0_g2_i1
o3283	Matched_to_other_by_FastOrtho	TR35560-c0_g1_i1	TR41167-c0_g1_i1
o3284	TR58083-c2_g4_i1	TR42415-c2_g6_i1	TR41166-c1_g2_i4
o3285	TR40428-c0_g2_i1	TR39743-c3_g1_i4	TR41194-c1_g1_i1
o3286	TR22045-c1_g6_i2	TR22759-c0_g1_i1	TR41168-c3_g2_i2
o3287	TR34216-c0_g6_i1	TR25899-c0_g2_i1	TR41209-c5_g1_i1
o3288	TR27998-c0_g1_i2	TR13269-c0_g4_i1	TR41205-c0_g1_i1
o3289	TR55993-c0_g1_i1	TR6778-c0_g2_i1	TR41211-c0_g2_i1
o3290	TR34216-c0_g5_i1	TR31608-c0_g3_i1	TR41209-c5_g1_i2
o3291	TR7831-c3_g3_i1	TR17151-c0_g1_i1	TR5771-c3_g4_i3
o3292	TR7831-c3_g12_i1	TR40884-c0_g5_i1	TR5771-c3_g4_i1
o3293	TR51288-c0_g1_i3	TR7782-c0_g4_i1	TR47034-c0_g1_i1
o3294	TR58328-c0_g1_i1	TR42933-c0_g2_i1	TR4838-c0_g1_i1
o3295	TR43854-c0_g3_i3	TR28922-c1_g1_i1	TR569-c0_g1_i1
o3296	TR33073-c0_g1_i1	TR48714-c0_g1_i1	Matched_to_other_by_FastOrtho
o3297	TR18010-c0_g3_i1	TR1378-c1_g1_i1	TR5659-c1_g7_i1
o3298	TR18010-c0_g4_i1	TR1378-c1_g2_i1	TR5659-c1_g5_i1
o3299	TR51314-c0_g6_i1	TR25427-c0_g7_i1	TR37888-c0_g8_i1
o3300	TR40155-c0_g2_i1	TR28430-c0_g1_i2	TR5721-c0_g1_i1
o3301	TR22298-c1_g5_i2	TR46492-c0_g2_i4	TR5714-c0_g1_i1
o3302	TR2672-c0_g2_i1	TR14379-c0_g1_i1	TR570-c0_g2_i1
o3303	TR17304-c0_g1_i1	TR6089-c0_g2_i1	TR14372-c0_g1_i1
o3304	TR5274-c0_g1_i5	TR311-c0_g3_i1	TR14367-c0_g1_i1
o3305	TR1374-c0_g1_i1	TR17975-c0_g2_i1	TR5968-c0_g3_i1
o3306	TR56372-c0_g1_i1	TR35970-c0_g13_i2	TR40329-c2_g2_i1
o3307	TR38023-c0_g1_i1	TR33191-c1_g1_i1	Matched_to_other_by_FastOrtho
o3308	TR50843-c0_g5_i2	TR45496-c1_g1_i1	TR13389-c0_g5_i1
o3309	TR12083-c0_g2_i3	TR31423-c0_g2_i1	TR1338-c0_g1_i1
o3310	TR590-c0_g1_i1	TR45964-c0_g1_i1	TR14320-c0_g1_i1
o3311	TR36595-c0_g1_i1	TR2765-c0_g1_i1	TR14314-c0_g1_i1
o3312	TR15928-c3_g1_i2	TR9252-c0_g2_i1	TR14329-c1_g4_i2
o3313	TR29209-c0_g1_i1	TR13411-c0_g1_i1	TR14322-c0_g1_i2
o3314	TR60830-c1_g4_i5	TR35644-c1_g2_i1	TR14339-c6_g3_i2
o3315	TR60830-c1_g5_i3	TR25476-c0_g1_i2	Matched_to_other_by_FastOrtho
o3316	TR49074-c0_g1_i1	TR42095-c2_g1_i1	TR14347-c3_g1_i1
o3317	TR10960-c1_g1_i1	TR13953-c0_g2_i1	Matched_to_other_by_FastOrtho
o3318	TR30513-c1_g1_i2	TR2517-c0_g2_i1	TR23806-c2_g1_i3
o3319	TR29744-c0_g4_i1	TR26422-c0_g3_i1	TR52-c0_g5_i3
o3320	TR22539-c1_g1_i1	TR13178-c0_g1_i1	TR710-c0_g1_i1
o3321	TR26440-c0_g1_i1	TR44752-c1_g1_i1	TR7096-c1_g2_i1
o3322	TR17997-c0_g3_i1	TR46559-c1_g1_i3	TR7095-c0_g1_i1
o3323	TR5993-c0_g1_i1	TR38956-c0_g1_i1	Matched_to_other_by_FastOrtho
o3324	TR44304-c0_g7_i1	TR26390-c0_g8_i2	TR7067-c0_g1_i1
o3325	TR5970-c7_g5_i1	TR2106-c5_g13_i1	TR7041-c8_g9_i1
o3326	TR60838-c0_g3_i1	TR29333-c1_g1_i1	TR45045-c0_g1_i1
o3327	TR48965-c0_g1_i2	TR39122-c0_g2_i1	TR7120-c1_g2_i1
o3328	TR10314-c1_g2_i1	TR50705-c0_g1_i1	TR4753-c2_g2_i2
o3329	TR9850-c0_g2_i1	TR16185-c0_g5_i2	TR47495-c4_g8_i2
o3330	TR23702-c1_g2_i2	TR25423-c0_g1_i3	TR47483-c0_g7_i1
o3331	TR26568-c0_g2_i2	TR32073-c0_g1_i1	TR47472-c0_g2_i1
o3332	TR10096-c3_g10_i1	TR48807-c0_g4_i1	TR47452-c3_g2_i2
o3333	TR11212-c0_g7_i1	Matched_to_other_by_FastOrtho	TR47452-c1_g2_i1
o3334	TR788-c0_g1_i1	TR9836-c0_g1_i1	TR47445-c0_g1_i1
o3335	TR57875-c0_g1_i1	TR11954-c0_g1_i1	TR47588-c1_g1_i1
o3336	TR5123-c0_g2_i1	TR23667-c0_g1_i1	Matched_to_other_by_FastOrtho
o3337	TR10619-c0_g4_i1	TR36820-c0_g4_i1	TR152-c0_g1_i1
o3338	TR41018-c2_g2_i2	TR30978-c0_g3_i1	TR15165-c0_g2_i1
o3339	TR26634-c0_g2_i1	TR41366-c0_g1_i1	TR15221-c0_g1_i1
o3340	TR30584-c3_g2_i1	TR24349-c5_g1_i2	TR15200-c0_g6_i1
o3341	TR33107-c0_g1_i1	TR8958-c0_g2_i1	TR15088-c0_g5_i3
o3342	TR23461-c1_g3_i1	TR8415-c0_g3_i2	TR15083-c3_g7_i3
o3343	Matched_to_other_by_FastOrtho	TR34588-c0_g1_i2	TR15153-c0_g2_i2
o3344	TR13319-c9_g1_i1	TR25309-c3_g1_i1	TR15101-c1_g1_i1
o3345	TR40870-c3_g2_i1	Matched_to_other_by_FastOrtho	TR28450-c0_g4_i1
o3346	TR27844-c1_g1_i3	TR28709-c0_g3_i1	TR15247-c0_g3_i1
o3347	TR27888-c0_g2_i1	TR49713-c0_g5_i2	TR18008-c1_g1_i1
o3348	TR21979-c0_g1_i3	TR45294-c0_g1_i1	TR17995-c0_g1_i2
o3349	TR48558-c1_g2_i1	TR48261-c0_g2_i1	TR1801-c0_g1_i1
o3350	TR55734-c0_g1_i1	TR30573-c0_g1_i1	TR17976-c1_g1_i1
o3351	TR20354-c0_g1_i2	TR6683-c0_g1_i1	TR17974-c0_g1_i1
o3352	TR56617-c0_g1_i1	TR2092-c1_g1_i1	TR17988-c0_g1_i2
o3353	TR22646-c1_g4_i1	TR22259-c1_g1_i1	TR17986-c0_g1_i1
o3354	TR26058-c0_g1_i1	TR30466-c0_g2_i1	TR45218-c0_g1_i1
o3355	TR9693-c3_g7_i1	TR50417-c1_g2_i1	TR18043-c0_g2_i1
o3356	TR27701-c0_g1_i1	TR26422-c0_g11_i1	TR18030-c1_g1_i1
o3357	TR7516-c6_g6_i1	TR3420-c0_g3_i1	TR45216-c1_g4_i2
o3358	TR57228-c0_g1_i2	TR36003-c2_g1_i1	TR29274-c0_g1_i1
o3359	TR19519-c0_g3_i1	TR14125-c0_g13_i1	TR29255-c2_g1_i1
o3360	TR19519-c0_g5_i1	TR14125-c0_g9_i1	TR29255-c1_g1_i1
o3361	TR61084-c0_g1_i1	TR18930-c0_g1_i1	TR28470-c2_g1_i1
o3362	TR4602-c0_g4_i3	TR37177-c0_g9_i1	TR29324-c0_g5_i1
o3363	TR51041-c0_g2_i1	TR29355-c0_g7_i1	TR27485-c0_g2_i1
o3364	Matched_to_other_by_FastOrtho	TR1767-c0_g1_i1	TR27478-c1_g1_i1
o3365	TR53125-c0_g5_i1	TR3797-c0_g1_i1	TR27453-c1_g1_i1
o3366	TR13812-c0_g1_i1	TR43873-c0_g1_i1	TR27436-c0_g5_i1
o3367	TR17167-c2_g2_i1	TR38529-c5_g3_i1	TR27426-c0_g6_i1
o3368	TR25530-c1_g1_i1	TR10237-c0_g1_i1	TR27420-c0_g2_i1
o3369	TR25530-c0_g1_i1	TR32697-c0_g1_i1	TR27420-c0_g1_i1
o3370	TR13053-c1_g6_i2	TR48410-c0_g8_i1	TR27419-c1_g3_i1
o3371	TR20474-c0_g4_i2	TR12762-c0_g1_i2	Matched_to_other_by_FastOrtho
o3372	TR29573-c1_g2_i1	TR38687-c2_g1_i1	TR21255-c1_g4_i4
o3373	TR32495-c2_g6_i1	TR31055-c7_g2_i1	TR45162-c0_g1_i1
o3374	TR19779-c0_g1_i1	TR11257-c0_g1_i1	TR21237-c0_g1_i3
o3375	TR51594-c2_g2_i1	TR21647-c0_g2_i2	TR21196-c0_g1_i1
o3376	TR61025-c0_g1_i1	TR15296-c0_g1_i1	TR21253-c1_g1_i1
o3377	TR44072-c0_g3_i4	TR35117-c0_g1_i1	TR2125-c0_g2_i2
o3378	TR56446-c1_g6_i1	TR3836-c2_g3_i1	TR21176-c6_g1_i1
o3379	TR45286-c0_g1_i1	TR31406-c0_g1_i1	TR21170-c0_g2_i1
o3380	TR57708-c1_g4_i1	TR10848-c1_g9_i1	TR2119-c0_g1_i3
o3381	TR37874-c0_g3_i1	TR32628-c0_g9_i1	TR28667-c0_g6_i3
o3382	Matched_to_other_by_FastOrtho	TR24782-c0_g2_i2	TR28650-c1_g1_i2
o3383	TR27832-c2_g2_i1	TR46304-c0_g1_i1	TR28676-c0_g5_i1
o3384	TR27832-c3_g1_i1	TR46304-c1_g1_i1	TR28676-c0_g3_i5
o3385	TR9095-c0_g4_i1	TR40347-c0_g1_i1	TR28686-c0_g7_i1
o3386	TR38029-c0_g2_i1	TR24819-c0_g6_i1	TR28684-c0_g1_i1
o3387	TR23165-c0_g1_i2	TR7745-c0_g1_i3	TR28691-c0_g1_i1
o3388	TR8763-c0_g5_i1	TR15747-c0_g4_i1	TR28698-c1_g2_i1
o3389	TR8763-c0_g2_i1	TR15747-c0_g10_i1	TR28698-c1_g1_i1
o3390	TR55865-c0_g5_i1	TR44111-c0_g3_i3	TR4834-c3_g1_i1
o3391	Matched_to_other_by_FastOrtho	TR41938-c0_g2_i1	TR5810-c0_g2_i1
o3392	TR10429-c0_g1_i1	Matched_to_other_by_FastOrtho	TR3971-c2_g1_i1
o3393	TR27885-c0_g10_i1	TR49579-c0_g1_i1	TR11528-c0_g1_i1
o3394	TR17611-c0_g1_i1	TR22634-c0_g1_i3	TR11515-c0_g4_i1
o3395	TR12709-c1_g1_i1	TR4011-c0_g2_i1	TR11491-c2_g1_i1
o3396	TR23504-c0_g10_i1	TR16798-c0_g9_i1	TR11480-c0_g2_i2
o3397	TR52845-c0_g3_i1	TR875-c1_g3_i1	TR11455-c0_g1_i2
o3398	TR57828-c0_g1_i1	TR30953-c1_g2_i1	TR11552-c1_g1_i1
o3399	TR56051-c1_g1_i1	TR41362-c0_g2_i1	TR11546-c1_g4_i1
o3400	TR23021-c0_g1_i1	TR50628-c0_g3_i2	TR8990-c0_g8_i1
o3401	TR58174-c0_g4_i1	TR48372-c0_g1_i1	TR5939-c0_g2_i1
o3402	TR42162-c0_g1_i1	TR47979-c0_g1_i1	TR41411-c0_g1_i1
o3403	TR37653-c4_g1_i2	TR46033-c0_g1_i1	TR5936-c2_g2_i1
o3404	TR39228-c0_g1_i1	TR3087-c0_g1_i1	Matched_to_other_by_FastOrtho
o3405	TR4036-c0_g7_i1	TR33150-c0_g1_i1	TR22701-c0_g1_i1
o3406	Matched_to_other_by_FastOrtho	TR29659-c0_g2_i2	TR22695-c0_g4_i1
o3407	TR9656-c0_g1_i2	TR23868-c0_g4_i1	TR47235-c2_g1_i1
o3408	TR33500-c0_g3_i1	Matched_to_other_by_FastOrtho	TR22563-c4_g1_i1
o3409	TR14588-c0_g2_i1	TR40971-c0_g4_i1	TR22531-c0_g1_i2
o3410	TR29161-c0_g2_i1	TR1701-c0_g1_i1	TR22580-c2_g1_i1
o3411	TR33103-c0_g1_i1	TR40002-c0_g1_i1	TR22580-c0_g1_i1
o3412	TR36900-c0_g1_i2	TR3251-c0_g1_i1	TR22652-c0_g1_i1
o3413	TR43683-c2_g2_i1	TR1836-c4_g2_i1	Matched_to_other_by_FastOrtho
o3414	TR36873-c0_g1_i1	TR11788-c0_g1_i1	Matched_to_other_by_FastOrtho
o3415	TR43022-c0_g5_i2	TR11866-c0_g5_i1	Matched_to_other_by_FastOrtho
o3416	TR57528-c0_g1_i1	TR660-c0_g3_i1	TR20434-c0_g1_i1
o3417	TR11554-c0_g1_i1	TR44394-c0_g1_i1	TR20425-c1_g1_i1
o3418	TR42162-c0_g1_i2	TR47979-c0_g2_i1	TR41411-c0_g2_i1
o3419	TR31389-c0_g1_i1	TR23163-c0_g1_i2	TR604-c0_g1_i3
o3420	TR21499-c0_g1_i1	TR10867-c0_g1_i6	TR20334-c0_g4_i1
o3421	TR36076-c0_g1_i1	TR17075-c1_g1_i2	TR20331-c0_g2_i1
o3422	TR16403-c1_g1_i1	TR39823-c0_g2_i1	TR20339-c0_g1_i1
o3423	TR44735-c1_g1_i1	TR20352-c0_g1_i1	TR20336-c0_g2_i1
o3424	TR3323-c0_g2_i1	TR16604-c0_g3_i1	TR20385-c0_g3_i1
o3425	TR33125-c0_g7_i2	TR27347-c0_g2_i2	TR20382-c6_g9_i1
o3426	TR28450-c0_g1_i1	TR34205-c0_g1_i1	TR20406-c0_g1_i1
o3427	TR6387-c0_g3_i1	TR1120-c0_g1_i1	TR20395-c0_g1_i1
o3428	TR16770-c0_g1_i1	TR8964-c0_g1_i1	TR5321-c0_g1_i1
o3429	TR18415-c0_g3_i1	TR40243-c0_g1_i1	TR5327-c0_g1_i1
o3430	TR40076-c0_g1_i1	TR4810-c0_g1_i1	TR9003-c0_g1_i1
o3431	TR11596-c0_g2_i2	TR45914-c0_g2_i1	TR5331-c0_g1_i1
o3432	Matched_to_other_by_FastOrtho	TR41209-c0_g1_i1	TR41390-c0_g4_i2
o3433	TR11886-c4_g2_i3	TR51253-c1_g1_i2	TR5340-c3_g1_i1
o3434	TR33706-c0_g4_i1	TR32659-c0_g1_i1	TR4688-c0_g1_i2
o3435	TR57059-c1_g1_i1	TR22242-c0_g1_i1	TR5356-c0_g2_i1
o3436	TR50187-c0_g2_i1	TR2897-c0_g1_i1	Matched_to_other_by_FastOrtho
o3437	TR14293-c2_g2_i1	TR46121-c1_g3_i1	TR21622-c0_g7_i1
o3438	TR14293-c0_g2_i1	TR46121-c1_g5_i1	TR21622-c0_g4_i1
o3439	TR13380-c0_g3_i1	TR5995-c1_g1_i1	TR21669-c0_g1_i1
o3440	TR9815-c2_g2_i1	TR41090-c0_g2_i1	TR21625-c0_g1_i3
o3441	TR24462-c2_g1_i1	TR48813-c0_g1_i1	TR21603-c0_g1_i1
o3442	TR49799-c3_g2_i1	TR14487-c0_g1_i3	TR21593-c0_g4_i2
o3443	TR14293-c1_g1_i2	TR46121-c0_g1_i1	Matched_to_other_by_FastOrtho
o3444	TR38024-c0_g1_i2	TR20206-c0_g3_i1	TR2162-c1_g4_i1
o3445	TR7308-c0_g2_i2	TR45884-c1_g1_i2	TR41728-c0_g1_i1
o3446	TR42092-c0_g1_i1	TR38209-c0_g1_i1	TR45513-c1_g1_i1
o3447	TR11186-c0_g2_i1	TR15793-c0_g1_i3	TR2168-c0_g2_i2
o3448	TR39619-c0_g3_i1	TR525-c0_g1_i1	TR21670-c0_g1_i1
o3449	TR56835-c0_g1_i1	TR28978-c0_g1_i1	TR2513-c0_g2_i1
o3450	TR2646-c0_g1_i4	TR13353-c0_g2_i2	Matched_to_other_by_FastOrtho
o3451	Matched_to_other_by_FastOrtho	TR25500-c0_g2_i1	TR27677-c0_g1_i1
o3452	TR24597-c0_g5_i1	TR36246-c0_g4_i1	TR27693-c0_g1_i1
o3453	TR17714-c0_g1_i1	TR27450-c0_g1_i1	Matched_to_other_by_FastOrtho
o3454	TR16340-c0_g1_i2	TR38809-c0_g5_i1	Matched_to_other_by_FastOrtho
o3455	TR4344-c0_g2_i1	TR1137-c1_g7_i2	TR27600-c3_g4_i2
o3456	TR7207-c1_g1_i1	TR2134-c0_g1_i2	TR27650-c0_g1_i1
o3457	TR50617-c1_g2_i1	TR48374-c0_g1_i2	TR27642-c0_g1_i1
o3458	Matched_to_other_by_FastOrtho	TR26740-c0_g1_i2	TR27700-c0_g1_i1
o3459	TR48200-c0_g1_i1	TR12140-c0_g3_i3	TR27694-c1_g4_i1
o3460	TR12565-c0_g2_i1	TR44749-c0_g2_i1	TR664-c0_g1_i1
o3461	TR38142-c0_g5_i2	TR41209-c1_g1_i1	TR41390-c0_g1_i1
o3462	TR16968-c0_g1_i1	TR50238-c0_g1_i2	TR44109-c0_g1_i2
o3463	TR28147-c0_g2_i3	TR39659-c0_g9_i2	TR4888-c0_g5_i1
o3464	TR59246-c2_g2_i1	TR4571-c0_g1_i1	TR45527-c0_g1_i1
o3465	TR4039-c1_g2_i1	TR13182-c1_g1_i4	TR5989-c2_g2_i2
o3466	Matched_to_other_by_FastOrtho	TR23045-c0_g2_i2	TR8126-c1_g1_i1
o3467	TR35063-c1_g1_i1	TR24750-c0_g1_i1	TR37215-c1_g1_i1
o3468	TR122-c0_g1_i2	TR28371-c0_g1_i1	TR25561-c0_g1_i1
o3469	TR38297-c0_g1_i2	TR34345-c0_g1_i2	TR8132-c0_g1_i1
o3470	TR4404-c0_g1_i2	TR42715-c0_g1_i1	TR45642-c0_g1_i1
o3471	TR44099-c0_g2_i2	TR34339-c0_g1_i2	TR6326-c0_g1_i1
o3472	TR38142-c0_g3_i1	TR21461-c0_g1_i1	TR41390-c0_g3_i1
o3473	TR19599-c0_g3_i1	TR49351-c0_g1_i1	TR8111-c0_g2_i1
o3474	TR36430-c0_g4_i1	TR25193-c0_g1_i1	TR23747-c1_g1_i1
o3475	TR32238-c0_g2_i1	TR6269-c0_g2_i1	TR23717-c1_g2_i1
o3476	TR45289-c3_g1_i1	TR26723-c1_g1_i1	TR23715-c0_g1_i1
o3477	TR40663-c1_g1_i1	TR14328-c0_g1_i2	TR23770-c1_g1_i1
o3478	TR60690-c0_g3_i1	TR36250-c0_g2_i3	TR23766-c1_g4_i1
o3479	TR3168-c0_g1_i1	TR9967-c0_g1_i1	TR23757-c1_g1_i1
o3480	TR3168-c0_g3_i1	TR9967-c0_g2_i1	Matched_to_other_by_FastOrtho
o3481	TR58684-c1_g5_i3	Matched_to_other_by_FastOrtho	TR7443-c0_g1_i5
o3482	TR40663-c1_g5_i1	TR14328-c0_g4_i1	TR23770-c1_g7_i1
o3483	TR40663-c1_g2_i1	TR14328-c0_g1_i1	Matched_to_other_by_FastOrtho
o3484	TR2381-c1_g2_i1	Matched_to_other_by_FastOrtho	TR28906-c0_g1_i1
o3485	TR61327-c0_g2_i2	TR649-c0_g4_i1	TR8096-c0_g4_i2
o3486	TR19168-c0_g14_i1	Matched_to_other_by_FastOrtho	TR37162-c2_g7_i1
