carb	flav	macro
TR44255-c1_g7_i1	TR16506-c0_g2_i1	TR42227-c2_g7_i1
TR44255-c1_g4_i2	TR16506-c0_g5_i1	TR42227-c2_g8_i1
TR34771-c1_g2_i5	TR25144-c0_g1_i2	TR42231-c0_g1_i1
TR54008-c2_g4_i1	TR34265-c0_g4_i3	TR42262-c0_g3_i1
TR52542-c0_g5_i1	TR42002-c1_g1_i4	TR42296-c0_g2_i1
TR41725-c0_g4_i1	TR47136-c0_g3_i1	TR42301-c1_g1_i1
TR46739-c0_g1_i1	TR24603-c0_g1_i1	TR42302-c0_g2_i1
TR11138-c0_g2_i1	NA	TR42304-c2_g1_i1
TR47360-c1_g4_i2	TR25811-c1_g6_i1	TR42315-c1_g4_i1
TR17520-c0_g1_i1	TR4556-c0_g1_i1	TR42323-c1_g1_i2
TR2087-c1_g1_i1	TR31348-c0_g1_i1	TR42339-c1_g1_i1
TR30812-c0_g3_i1	TR28510-c0_g3_i1	TR42404-c0_g1_i1
TR26117-c2_g4_i1	TR2146-c0_g1_i1	TR42446-c0_g2_i1
TR49911-c0_g1_i1	TR32260-c0_g1_i2	TR42458-c0_g2_i2
TR53014-c1_g3_i3	TR14061-c0_g3_i2	TR42461-c0_g1_i2
TR27205-c3_g1_i1	TR5257-c0_g2_i1	TR42491-c0_g2_i1
TR37647-c0_g1_i1	TR45549-c1_g1_i1	TR42506-c0_g1_i1
TR16860-c0_g1_i1	TR16466-c2_g2_i1	TR42516-c5_g3_i3
TR39013-c0_g1_i1	TR8872-c0_g1_i1	TR42531-c0_g1_i2
TR2918-c0_g2_i1	TR33889-c0_g1_i1	TR42532-c0_g4_i1
TR31460-c0_g2_i3	TR26484-c0_g4_i1	TR42533-c0_g1_i1
TR17680-c1_g6_i4	TR20787-c0_g3_i1	NA
TR7965-c3_g3_i2	TR47719-c0_g1_i1	TR42538-c1_g1_i1
TR22110-c0_g3_i1	TR16875-c0_g2_i1	TR42553-c0_g1_i1
TR12984-c0_g3_i1	TR44970-c0_g3_i1	TR42577-c0_g6_i1
TR12984-c0_g1_i4	TR44970-c1_g4_i4	TR42577-c0_g8_i1
TR42866-c0_g1_i2	TR10806-c0_g1_i1	TR42598-c0_g1_i1
TR9589-c0_g4_i1	TR11203-c0_g1_i1	TR42599-c0_g1_i1
TR31587-c1_g1_i1	TR21569-c2_g1_i1	TR42606-c0_g1_i1
TR29266-c0_g1_i1	TR3708-c0_g1_i2	TR42620-c0_g1_i1
TR34877-c1_g1_i2	TR8824-c4_g1_i1	TR42627-c4_g6_i2
TR13999-c5_g1_i2	TR36214-c1_g3_i1	TR42631-c0_g2_i1
TR36296-c0_g1_i1	TR18270-c0_g3_i1	TR42644-c0_g2_i1
TR32915-c1_g1_i1	TR2640-c1_g1_i1	TR42707-c0_g1_i1
TR29274-c2_g3_i1	TR31088-c0_g2_i1	TR4272-c0_g1_i1
TR31961-c0_g4_i1	TR2818-c0_g5_i2	TR42727-c0_g2_i1
TR27852-c0_g1_i1	TR25157-c0_g1_i1	TR42737-c0_g1_i1
NA	TR8389-c0_g1_i1	TR42750-c0_g1_i1
TR37322-c0_g1_i1	TR44353-c0_g1_i1	TR42753-c0_g1_i1
TR23730-c0_g1_i3	TR18406-c0_g1_i1	TR42756-c1_g1_i1
TR8289-c0_g3_i1	TR47944-c0_g2_i1	TR42757-c0_g2_i1
TR15404-c1_g6_i1	TR8736-c0_g1_i1	TR42760-c1_g1_i1
TR10638-c0_g1_i1	TR3338-c0_g1_i1	TR42761-c0_g1_i1
TR38781-c0_g4_i1	TR51219-c0_g4_i1	TR42763-c0_g1_i1
TR57796-c1_g2_i1	TR48472-c1_g1_i1	TR42787-c0_g1_i1
TR36553-c0_g1_i3	TR32566-c0_g1_i1	TR4283-c0_g1_i1
TR25750-c0_g2_i1	TR24898-c0_g9_i1	TR42833-c0_g10_i1
TR25750-c0_g4_i1	TR24898-c0_g1_i1	TR42833-c0_g6_i1
TR33135-c0_g1_i2	TR43685-c0_g1_i3	TR42834-c0_g2_i2
TR54805-c0_g2_i1	TR21069-c0_g4_i1	TR4284-c0_g1_i1
TR25525-c5_g2_i4	TR15752-c0_g2_i3	TR42841-c0_g1_i2
TR16393-c1_g1_i1	TR33516-c0_g3_i1	TR42842-c0_g1_i1
TR46816-c0_g2_i1	NA	TR42843-c1_g1_i1
TR21259-c1_g12_i1	TR26679-c1_g1_i1	TR42846-c0_g1_i1
TR4236-c0_g3_i1	TR8037-c0_g1_i2	TR42848-c0_g2_i1
TR44226-c3_g2_i2	TR26678-c0_g1_i1	TR4285-c0_g3_i1
TR39681-c0_g6_i1	TR47108-c1_g1_i1	TR42859-c0_g1_i4
TR47963-c0_g8_i1	TR5589-c0_g1_i1	TR42860-c0_g1_i1
TR58545-c0_g1_i1	TR50166-c1_g1_i1	TR42866-c1_g1_i1
TR54390-c1_g4_i1	TR40146-c0_g1_i2	TR42877-c0_g1_i1
NA	TR36789-c0_g2_i1	TR42885-c0_g2_i1
TR41512-c1_g1_i1	TR6644-c0_g3_i1	TR42947-c0_g2_i1
TR22482-c0_g6_i2	TR1844-c0_g2_i2	TR4295-c0_g4_i1
TR22482-c0_g11_i1	TR1844-c0_g3_i3	TR4295-c0_g7_i1
TR49890-c0_g4_i1	TR44607-c0_g1_i1	TR42970-c0_g4_i1
TR60695-c0_g3_i1	TR10784-c0_g3_i1	TR42989-c0_g1_i1
TR48372-c1_g1_i1	TR28764-c0_g1_i1	TR42993-c0_g1_i1
TR18660-c0_g3_i1	TR2750-c1_g3_i1	TR42996-c0_g1_i4
TR18660-c0_g6_i2	TR2750-c1_g3_i3	TR42996-c0_g3_i1
TR3058-c0_g1_i1	TR10205-c0_g1_i2	TR43011-c3_g1_i1
TR4265-c0_g1_i1	TR18821-c0_g1_i1	TR43021-c0_g1_i1
TR4265-c0_g1_i2	TR19933-c1_g5_i2	TR43021-c0_g1_i2
TR45408-c0_g1_i1	TR19933-c1_g6_i1	TR43021-c0_g2_i3
TR11981-c0_g1_i1	TR37856-c0_g2_i1	TR43035-c0_g2_i1
TR44087-c1_g11_i2	TR42459-c1_g6_i1	TR43038-c1_g1_i1
TR10363-c0_g8_i1	TR29652-c0_g2_i2	TR43048-c0_g6_i2
TR33171-c1_g4_i1	TR16444-c0_g3_i1	TR43049-c1_g1_i1
TR33171-c1_g3_i1	TR16444-c0_g2_i3	TR43049-c2_g2_i1
TR33171-c2_g1_i1	TR16444-c0_g1_i2	TR43049-c3_g4_i1
TR47521-c0_g3_i1	TR36352-c0_g1_i1	TR43059-c1_g2_i1
TR36856-c1_g1_i1	TR37196-c0_g3_i1	TR43070-c1_g1_i2
TR6428-c0_g1_i1	TR32672-c0_g3_i1	TR43087-c0_g2_i1
TR31105-c0_g5_i3	TR39196-c0_g6_i1	TR43091-c5_g3_i1
TR54229-c0_g1_i1	TR50572-c0_g2_i1	TR43098-c0_g2_i1
TR60077-c0_g1_i1	TR14576-c0_g1_i1	TR43110-c0_g3_i1
TR47503-c1_g3_i1	TR22674-c0_g1_i1	TR43115-c0_g1_i1
TR42821-c1_g1_i1	TR6076-c0_g1_i1	TR43130-c0_g1_i1
TR3532-c0_g2_i1	TR38871-c0_g1_i1	TR43137-c0_g1_i1
TR53-c2_g1_i1	TR36784-c0_g2_i1	TR43140-c0_g1_i1
TR48872-c0_g2_i1	TR4213-c0_g1_i1	TR43149-c0_g1_i1
TR29291-c1_g3_i1	TR8609-c0_g1_i3	TR43156-c0_g3_i2
TR52522-c2_g2_i1	TR15650-c0_g2_i1	TR43177-c1_g1_i1
TR42901-c0_g1_i1	TR10263-c0_g1_i1	TR43198-c1_g1_i1
TR45229-c2_g1_i1	TR28274-c2_g2_i3	TR4321-c1_g2_i1
TR41249-c9_g1_i1	TR22417-c0_g2_i1	TR43224-c1_g2_i1
TR39950-c0_g1_i1	TR22601-c0_g2_i1	TR43233-c0_g1_i1
TR59992-c4_g4_i1	TR6858-c0_g2_i1	TR43250-c0_g2_i1
TR58924-c2_g4_i1	TR19807-c0_g1_i2	TR43253-c0_g2_i1
TR12117-c2_g1_i1	TR34885-c0_g1_i1	TR4328-c0_g1_i1
TR21235-c5_g1_i1	TR42358-c0_g3_i1	TR43289-c0_g3_i2
TR34693-c0_g1_i1	TR16167-c0_g1_i2	TR43295-c1_g1_i1
TR42425-c1_g1_i1	TR48435-c0_g1_i1	TR43316-c0_g1_i1
TR50598-c12_g3_i2	TR43465-c1_g2_i2	TR43323-c0_g4_i1
TR14535-c0_g1_i1	TR31023-c0_g1_i1	TR43325-c0_g1_i1
TR52302-c0_g2_i1	TR5821-c0_g1_i1	TR43345-c0_g1_i1
TR5130-c0_g1_i1	TR25940-c0_g1_i1	TR43348-c0_g1_i1
TR50206-c2_g1_i1	TR8434-c184_g1_i2	TR43352-c0_g1_i1
TR34172-c1_g3_i3	TR12952-c0_g1_i2	TR43357-c0_g1_i2
TR47707-c0_g1_i1	TR44951-c0_g2_i1	TR43387-c1_g2_i2
TR53458-c0_g1_i1	TR20429-c0_g1_i1	TR43393-c0_g1_i1
TR3028-c10_g3_i1	TR41669-c0_g1_i1	TR434-c4_g3_i5
TR36833-c0_g2_i1	TR18338-c0_g1_i1	TR43406-c0_g2_i1
TR23486-c0_g2_i1	TR19052-c2_g1_i1	TR4341-c1_g2_i3
TR2541-c0_g1_i1	TR1228-c1_g1_i1	TR43412-c0_g1_i1
TR34455-c1_g1_i1	TR8296-c0_g1_i2	TR43415-c1_g2_i1
TR35174-c4_g5_i1	TR19610-c0_g1_i1	TR4342-c0_g1_i1
TR35174-c4_g6_i1	TR19610-c0_g3_i3	TR4342-c0_g2_i1
TR27682-c0_g1_i1	TR26493-c1_g1_i1	TR43422-c0_g1_i1
TR52150-c0_g1_i4	TR31268-c0_g2_i1	TR4343-c0_g1_i1
TR10133-c0_g2_i1	TR42592-c1_g4_i1	TR43492-c0_g2_i1
TR31702-c0_g8_i1	TR33469-c0_g1_i1	TR43495-c0_g1_i1
TR16878-c0_g2_i1	TR43571-c1_g5_i1	TR4350-c0_g11_i1
TR16878-c0_g1_i1	TR43571-c1_g3_i1	TR4350-c0_g9_i1
TR9417-c0_g6_i1	TR8362-c0_g1_i1	NA
TR46607-c0_g2_i1	TR20189-c0_g2_i1	TR43515-c0_g1_i1
TR6032-c1_g5_i2	TR38648-c0_g5_i1	TR43516-c0_g2_i1
TR55316-c0_g2_i1	TR1304-c0_g1_i1	TR43528-c0_g4_i1
TR5703-c1_g4_i1	TR6386-c1_g3_i1	TR43532-c0_g1_i1
TR54398-c0_g2_i1	TR27906-c0_g1_i2	TR43549-c0_g1_i1
TR21951-c0_g1_i1	TR35535-c0_g1_i1	TR43551-c1_g1_i1
TR53338-c0_g2_i1	TR28097-c0_g1_i1	TR4356-c0_g1_i1
TR30024-c0_g5_i2	TR42239-c0_g4_i1	TR43561-c0_g1_i2
TR30024-c0_g1_i3	TR35201-c0_g1_i1	TR43561-c0_g2_i1
TR30024-c0_g1_i2	TR35201-c1_g1_i1	TR43561-c0_g6_i1
TR30024-c0_g6_i1	TR42239-c0_g3_i1	TR43561-c0_g8_i1
TR45691-c2_g2_i1	TR12333-c1_g1_i2	TR43615-c0_g2_i1
TR30563-c0_g2_i1	TR21066-c0_g1_i1	TR43617-c0_g3_i1
TR26114-c0_g8_i2	TR49276-c1_g3_i1	TR4363-c1_g2_i1
TR38665-c0_g2_i1	TR6939-c0_g1_i2	TR43632-c0_g1_i1
TR30667-c0_g1_i1	TR32671-c0_g5_i2	TR43643-c0_g2_i1
TR11964-c0_g5_i3	TR30775-c0_g1_i1	TR43653-c2_g1_i1
TR25517-c0_g3_i1	TR21131-c0_g1_i1	TR43666-c0_g2_i1
TR59486-c0_g1_i1	TR25391-c0_g1_i1	TR43695-c0_g1_i1
TR26371-c0_g1_i2	TR45574-c1_g1_i1	TR43696-c0_g1_i1
TR31103-c0_g2_i3	TR5979-c0_g1_i1	TR4373-c2_g1_i1
TR8603-c1_g1_i1	TR43573-c0_g1_i2	TR43731-c1_g1_i1
TR28759-c0_g1_i1	TR41908-c0_g1_i1	TR43739-c2_g2_i3
TR49554-c1_g3_i1	TR34056-c0_g1_i1	TR43739-c4_g3_i3
TR46450-c0_g2_i1	TR51376-c0_g2_i1	TR43743-c0_g2_i1
TR52197-c0_g1_i2	TR18949-c2_g1_i1	TR43753-c2_g1_i1
TR19088-c1_g2_i2	TR42774-c0_g1_i1	TR4376-c0_g1_i1
TR60050-c8_g7_i2	TR9124-c1_g3_i1	TR4380-c0_g2_i2
TR60050-c8_g11_i1	TR9124-c1_g4_i1	TR4380-c0_g3_i2
TR28707-c1_g1_i1	TR30328-c1_g3_i4	TR4383-c1_g1_i1
TR32785-c0_g2_i1	TR12618-c0_g1_i1	TR43831-c0_g1_i1
TR23100-c0_g2_i4	TR36072-c1_g2_i1	TR43832-c3_g5_i8
TR41088-c0_g2_i1	TR10884-c0_g3_i1	TR43845-c0_g1_i1
TR46489-c0_g8_i1	TR37188-c0_g1_i2	TR43863-c1_g1_i1
TR22259-c1_g1_i1	TR5650-c0_g1_i1	TR43880-c2_g1_i2
TR44819-c1_g1_i1	TR6399-c0_g2_i2	TR43882-c0_g1_i1
TR32909-c0_g4_i2	TR47766-c1_g2_i1	TR43887-c0_g1_i1
TR41353-c2_g1_i1	TR37127-c1_g2_i1	TR43922-c0_g2_i1
TR4738-c2_g2_i1	TR6114-c0_g1_i2	TR43950-c0_g1_i1
TR32748-c1_g1_i1	TR5717-c0_g1_i1	TR43958-c1_g1_i1
TR27598-c1_g9_i1	TR11714-c0_g1_i1	TR4396-c0_g1_i1
TR15330-c0_g3_i2	TR10934-c0_g4_i1	TR43963-c0_g11_i1
TR38838-c1_g7_i2	TR777-c0_g3_i1	TR43991-c0_g1_i2
TR38838-c1_g12_i1	TR777-c0_g2_i1	TR43991-c1_g1_i1
TR38838-c1_g2_i1	TR777-c0_g5_i1	TR43991-c1_g2_i1
TR11245-c0_g1_i1	TR46379-c2_g1_i1	TR44023-c1_g6_i1
TR46851-c0_g1_i1	TR4079-c1_g3_i2	TR44038-c0_g2_i1
TR11521-c1_g2_i1	TR18492-c0_g1_i2	TR44039-c0_g1_i1
TR40726-c0_g1_i1	TR10617-c0_g2_i1	TR44049-c0_g2_i1
TR23048-c1_g4_i5	TR19449-c0_g2_i3	TR4406-c0_g2_i2
TR23149-c0_g1_i1	TR7739-c0_g1_i1	TR44069-c0_g1_i2
TR55094-c0_g5_i5	TR38706-c0_g1_i5	TR4408-c0_g1_i2
TR6230-c0_g3_i4	TR7371-c0_g1_i1	TR44086-c1_g1_i1
TR22368-c1_g2_i1	TR29943-c0_g11_i1	TR44095-c0_g2_i1
TR38654-c0_g1_i1	TR8816-c0_g2_i1	TR44100-c1_g1_i1
TR16968-c0_g1_i1	TR50238-c0_g1_i2	TR44109-c0_g1_i2
TR36216-c1_g1_i1	TR46081-c0_g1_i4	TR44120-c0_g1_i1
TR23288-c6_g3_i1	TR10344-c0_g5_i1	TR44132-c1_g2_i1
NA	TR34390-c0_g3_i1	TR44152-c0_g1_i1
TR1459-c0_g1_i1	NA	TR44155-c0_g1_i1
TR1607-c2_g1_i1	TR5839-c1_g1_i1	TR44160-c1_g1_i1
TR1647-c0_g1_i1	TR24792-c2_g1_i1	TR44166-c1_g2_i1
TR7075-c0_g5_i3	TR18019-c0_g4_i2	TR44183-c0_g1_i2
TR53099-c0_g1_i1	TR35113-c0_g1_i1	TR44216-c0_g1_i1
TR32801-c2_g1_i1	TR22688-c0_g1_i3	TR4423-c0_g2_i1
TR8745-c0_g5_i1	TR16515-c1_g6_i1	TR44254-c1_g3_i2
TR14144-c0_g4_i1	TR16751-c0_g1_i1	TR44258-c1_g4_i2
TR8065-c0_g1_i1	TR41331-c0_g1_i1	TR44262-c1_g1_i1
TR38661-c1_g2_i1	TR49439-c0_g1_i1	TR44273-c0_g1_i2
TR60280-c0_g1_i1	TR20907-c0_g1_i1	TR44297-c0_g1_i1
TR29607-c0_g1_i1	TR907-c0_g1_i1	TR44306-c0_g1_i1
TR8963-c0_g1_i1	NA	TR44307-c0_g1_i1
TR46492-c0_g1_i1	TR47529-c0_g1_i1	TR44320-c0_g2_i1
TR2557-c1_g6_i6	TR49928-c2_g4_i3	TR44322-c0_g1_i2
TR54669-c0_g1_i1	TR30194-c0_g2_i1	TR44340-c1_g1_i1
TR38968-c0_g1_i2	TR42653-c0_g1_i1	TR44353-c1_g1_i1
TR24682-c1_g1_i2	TR4841-c0_g1_i1	TR44356-c1_g1_i1
TR29995-c0_g1_i1	TR45888-c0_g1_i1	TR4436-c0_g1_i3
TR16550-c0_g1_i1	TR34868-c0_g2_i1	TR44361-c0_g2_i1
TR39135-c0_g3_i2	TR23630-c0_g1_i6	TR44367-c0_g2_i1
TR39135-c0_g6_i2	TR23630-c0_g1_i1	TR44367-c0_g3_i2
TR19591-c0_g1_i1	TR3950-c0_g1_i1	TR44370-c0_g1_i1
TR51504-c0_g1_i1	TR18997-c0_g1_i1	TR44374-c1_g1_i1
TR59104-c0_g1_i1	TR45024-c0_g1_i2	TR44380-c0_g2_i1
TR43240-c0_g3_i1	TR31844-c0_g1_i1	TR44381-c0_g1_i1
TR12441-c0_g2_i2	TR27881-c0_g4_i2	TR44411-c0_g1_i2
TR36680-c0_g1_i2	TR9247-c0_g9_i1	TR44411-c4_g5_i2
TR55645-c7_g3_i1	TR42256-c0_g1_i1	NA
TR38935-c0_g1_i1	TR40664-c0_g1_i1	TR44429-c0_g1_i1
TR61277-c2_g8_i1	NA	TR44443-c0_g1_i1
TR61277-c2_g2_i1	TR30-c0_g2_i1	TR44443-c0_g2_i3
TR18826-c1_g1_i1	TR13254-c0_g1_i1	TR44447-c1_g1_i1
TR48657-c1_g1_i1	TR24867-c0_g1_i1	TR44450-c0_g1_i1
TR52819-c0_g2_i5	TR791-c0_g1_i1	TR44460-c0_g1_i2
TR15043-c0_g1_i1	TR33774-c0_g1_i1	TR44464-c0_g1_i1
TR7216-c0_g1_i1	TR38920-c0_g1_i1	TR44467-c0_g1_i1
TR59246-c11_g2_i1	TR8080-c1_g1_i1	TR44469-c0_g1_i1
TR55359-c0_g1_i1	TR24948-c0_g3_i1	TR44472-c0_g1_i1
TR17893-c1_g2_i1	TR36173-c0_g1_i1	TR44481-c1_g3_i1
TR10584-c2_g5_i1	TR40967-c0_g1_i1	TR44485-c0_g2_i2
TR22694-c4_g8_i4	TR12359-c2_g2_i1	TR44485-c2_g8_i3
TR2563-c0_g1_i1	TR19363-c0_g1_i2	TR44515-c0_g1_i1
TR59598-c1_g3_i1	TR7215-c0_g1_i2	TR44527-c1_g3_i1
TR4213-c0_g1_i2	TR14230-c0_g1_i1	TR44529-c0_g5_i1
TR28181-c0_g2_i1	TR34502-c0_g6_i3	TR4453-c0_g2_i2
TR13546-c0_g2_i1	TR24911-c0_g1_i1	TR44541-c0_g2_i1
TR8134-c0_g17_i4	TR8441-c0_g1_i1	TR44607-c0_g1_i1
TR55751-c0_g3_i1	TR50718-c0_g6_i2	TR44624-c0_g2_i1
TR6592-c0_g2_i1	TR47352-c1_g1_i1	NA
TR27765-c0_g1_i1	TR9849-c0_g1_i2	TR4466-c0_g1_i1
TR51326-c0_g1_i1	TR24596-c0_g5_i1	TR44676-c0_g3_i1
TR48011-c0_g2_i1	TR7240-c0_g2_i1	TR44685-c0_g1_i1
TR496-c0_g1_i2	TR44458-c0_g1_i1	TR44704-c1_g3_i2
TR52965-c1_g1_i2	TR31719-c0_g9_i1	TR44730-c0_g1_i1
TR12787-c0_g2_i2	TR41694-c0_g1_i1	TR44736-c0_g1_i1
TR21761-c0_g1_i1	TR21092-c0_g1_i1	TR44743-c1_g1_i1
TR37829-c0_g1_i1	TR31000-c0_g1_i1	TR44817-c0_g1_i1
TR20125-c0_g10_i1	TR24266-c0_g3_i2	TR44828-c0_g1_i1
TR20125-c0_g3_i1	TR24266-c0_g6_i2	TR44828-c0_g9_i1
TR24654-c1_g1_i1	TR39171-c0_g1_i1	TR44847-c0_g1_i1
TR1294-c0_g1_i1	TR11697-c0_g1_i1	TR4485-c2_g1_i1
TR20618-c0_g1_i2	TR46501-c0_g1_i2	TR44856-c0_g1_i1
TR44608-c0_g1_i1	TR33441-c0_g2_i1	TR44860-c0_g2_i1
TR40109-c0_g4_i2	TR33866-c2_g6_i3	TR44865-c2_g1_i1
TR51012-c0_g3_i1	TR36393-c0_g1_i1	TR44892-c0_g1_i1
TR28245-c0_g1_i1	TR20281-c0_g3_i1	TR44899-c0_g2_i1
TR31701-c1_g1_i1	TR10287-c0_g1_i1	TR44901-c0_g1_i1
TR45730-c2_g2_i1	TR50017-c0_g1_i1	NA
TR19921-c0_g1_i1	TR11113-c0_g1_i1	TR44916-c0_g1_i1
TR21998-c0_g2_i1	TR42741-c1_g4_i1	TR44940-c0_g5_i1
TR28842-c0_g1_i1	TR22773-c0_g1_i1	TR44953-c2_g1_i1
TR57821-c0_g6_i1	TR34773-c0_g1_i1	TR44956-c0_g1_i1
TR23874-c1_g1_i1	TR31995-c0_g1_i1	TR44973-c0_g1_i1
NA	TR40590-c0_g1_i1	TR44980-c0_g1_i1
TR5078-c0_g7_i3	TR46496-c0_g1_i1	TR44988-c1_g1_i1
TR15912-c0_g4_i1	TR8837-c0_g2_i1	TR44989-c0_g1_i1
TR21529-c0_g10_i2	TR33451-c0_g6_i1	TR45002-c0_g5_i2
TR15465-c0_g1_i1	TR40035-c1_g2_i1	TR45008-c0_g1_i1
TR42190-c0_g2_i2	TR43871-c0_g3_i1	TR45016-c0_g1_i1
TR6309-c0_g3_i1	TR9461-c0_g1_i1	TR45034-c0_g3_i1
TR36538-c0_g2_i3	TR12005-c1_g3_i1	TR45036-c0_g3_i2
TR60838-c0_g3_i1	TR29333-c1_g1_i1	TR45045-c0_g1_i1
TR52892-c1_g1_i1	TR16661-c0_g2_i1	TR45050-c0_g3_i1
TR46703-c1_g2_i2	TR34657-c0_g2_i1	TR45050-c0_g4_i1
TR19177-c0_g1_i1	TR1791-c0_g1_i1	TR45088-c0_g1_i3
TR5719-c1_g1_i1	TR3312-c0_g1_i1	TR45089-c3_g2_i1
TR46158-c0_g3_i1	TR12653-c1_g1_i1	TR45103-c3_g5_i3
TR57120-c6_g1_i1	TR1448-c0_g1_i1	TR45112-c0_g3_i1
TR31433-c0_g1_i1	TR13381-c0_g1_i1	TR45115-c0_g1_i1
TR14503-c1_g2_i3	TR35086-c1_g1_i1	TR45132-c0_g1_i1
TR32495-c2_g6_i1	TR31055-c7_g2_i1	TR45162-c0_g1_i1
TR20474-c0_g4_i2	TR12762-c0_g1_i2	NA
TR9253-c1_g1_i1	TR27987-c0_g2_i1	TR45193-c0_g1_i1
TR57318-c0_g1_i3	TR12165-c4_g1_i5	TR45199-c0_g2_i1
TR7516-c6_g6_i1	TR3420-c0_g3_i1	TR45216-c1_g4_i2
TR26058-c0_g1_i1	TR30466-c0_g2_i1	TR45218-c0_g1_i1
TR53438-c0_g5_i5	TR27037-c0_g1_i1	TR45223-c0_g3_i2
TR50598-c2_g2_i1	TR28546-c0_g1_i1	TR45226-c0_g4_i1
TR30184-c0_g1_i1	TR33869-c0_g1_i1	TR45233-c0_g1_i1
TR29802-c0_g1_i1	TR28418-c0_g1_i1	TR45234-c0_g1_i1
NA	TR13989-c0_g1_i1	TR45236-c0_g1_i1
TR14696-c0_g1_i1	TR8530-c0_g1_i1	TR45240-c0_g1_i1
TR59124-c0_g1_i1	TR24182-c0_g1_i1	TR45276-c0_g1_i1
TR60266-c1_g1_i4	TR41968-c0_g3_i4	TR4529-c0_g1_i1
TR33027-c0_g3_i3	TR21031-c0_g5_i1	TR45298-c0_g1_i1
TR51391-c1_g2_i1	TR32667-c0_g2_i1	TR45299-c0_g1_i1
TR43957-c1_g2_i3	TR7319-c2_g2_i2	TR45331-c4_g1_i1
TR10501-c0_g1_i1	TR49125-c0_g1_i1	TR45333-c0_g2_i1
TR11224-c0_g10_i1	TR14453-c0_g1_i1	TR45342-c0_g3_i1
TR46340-c6_g2_i2	TR32317-c0_g6_i1	TR45347-c0_g1_i1
TR54914-c0_g3_i1	TR34803-c0_g1_i1	TR45349-c0_g1_i1
TR45822-c0_g1_i1	TR25202-c1_g1_i3	TR4536-c0_g1_i5
TR61586-c3_g2_i1	NA	TR45374-c5_g1_i1
TR52931-c0_g1_i1	TR20967-c0_g1_i1	TR45387-c0_g1_i1
TR5698-c0_g1_i1	TR24822-c0_g3_i1	TR45400-c0_g1_i1
TR60974-c0_g1_i1	TR46573-c0_g1_i1	TR4542-c1_g5_i1
TR22101-c0_g1_i1	TR3576-c0_g3_i1	TR4543-c1_g1_i1
TR4750-c0_g1_i1	TR6039-c0_g1_i1	TR45449-c0_g1_i1
TR50197-c0_g1_i1	TR6757-c0_g1_i1	TR45464-c0_g2_i1
TR33477-c1_g4_i1	TR39004-c0_g1_i1	TR45468-c0_g9_i3
TR56826-c0_g10_i4	TR24936-c0_g3_i2	TR45500-c0_g1_i1
TR32994-c0_g3_i1	TR20426-c0_g1_i1	TR45507-c1_g3_i1
TR41809-c0_g1_i1	TR9481-c1_g1_i1	TR45510-c2_g1_i1
TR42092-c0_g1_i1	TR38209-c0_g1_i1	TR45513-c1_g1_i1
TR59246-c2_g2_i1	TR4571-c0_g1_i1	TR45527-c0_g1_i1
TR7218-c0_g2_i1	TR49888-c0_g5_i1	TR45528-c0_g5_i1
TR43335-c0_g1_i2	TR13683-c0_g5_i2	TR45532-c0_g3_i1
TR8122-c0_g4_i3	TR17017-c0_g1_i1	TR45575-c1_g2_i1
TR8122-c0_g3_i1	TR17017-c1_g1_i1	TR45575-c1_g7_i1
TR17126-c0_g1_i1	TR19054-c1_g2_i1	TR4558-c0_g1_i1
TR16674-c0_g1_i1	TR4918-c1_g3_i1	TR45592-c0_g8_i2
TR1167-c1_g14_i2	TR28369-c0_g4_i1	TR45593-c0_g1_i1
TR1167-c1_g11_i1	TR28369-c0_g2_i1	TR45593-c1_g4_i1
TR53104-c1_g1_i5	TR26698-c1_g6_i1	TR45596-c1_g6_i1
TR52767-c5_g10_i1	TR46093-c1_g1_i1	TR4560-c1_g3_i1
TR27102-c0_g1_i1	TR6744-c0_g1_i1	TR45603-c0_g1_i1
TR53851-c1_g2_i1	TR1288-c0_g1_i2	TR45612-c0_g4_i1
NA	TR45688-c0_g1_i1	TR45618-c0_g1_i3
TR42785-c0_g2_i2	TR33014-c0_g1_i1	TR45628-c0_g1_i1
TR18187-c0_g5_i1	TR41435-c0_g2_i1	TR45641-c0_g1_i1
TR4404-c0_g1_i2	TR42715-c0_g1_i1	TR45642-c0_g1_i1
TR51887-c0_g1_i1	TR15554-c0_g3_i1	TR45652-c1_g1_i1
TR40523-c0_g1_i3	TR24870-c0_g1_i2	TR45662-c0_g1_i2
TR30554-c1_g1_i1	TR13289-c0_g1_i1	TR45676-c0_g1_i1
TR45741-c0_g1_i1	TR45874-c0_g1_i1	TR45688-c0_g1_i1
TR31154-c1_g1_i1	TR14620-c0_g1_i1	TR45692-c0_g1_i1
TR22481-c0_g1_i1	TR48595-c0_g2_i2	TR45695-c0_g3_i2
TR40882-c0_g2_i1	TR15633-c0_g1_i1	TR4570-c0_g1_i1
TR38714-c4_g14_i1	TR14764-c0_g1_i2	TR4570-c6_g4_i1
TR47995-c3_g2_i5	TR10471-c0_g2_i1	TR45712-c0_g10_i1
TR9728-c0_g6_i1	TR33838-c0_g2_i1	TR45719-c0_g1_i2
TR47897-c0_g2_i1	TR42491-c0_g2_i1	TR45721-c0_g3_i1
TR25124-c0_g4_i2	TR32200-c2_g1_i1	TR45723-c0_g4_i1
TR36010-c1_g2_i1	TR29801-c0_g1_i1	TR45744-c0_g1_i1
