contig	species	dN	dS	dNdS
TR9086-c0_g1_i1	flav	0.0146	0.0284	0.5155
TR36637-c1_g1_i1	flav	0.0144	0.0206	0.6987
TR24857-c0_g1_i1	flav	0.0000	0.0252	0.0010
TR44892-c0_g1_i1	flav	0.0000	0.0000	0.0010
TR35956-c5_g1_i1	flav	0.0000	0.0327	0.0010
TR1317-c4_g1_i1	flav	0.0000	0.0000	0.0010
TR27485-c0_g2_i1	flav	0.0000	0.0000	99.0000
TR9948-c0_g1_i1	flav	0.0561	56.1184	0.0010
TR20569-c3_g6_i1	flav	0.0034	0.0755	0.0450
TR26754-c2_g1_i1	flav	0.0001	0.0672	0.0010
TR30397-c0_g2_i1	flav	0.0000	0.0000	0.0010
TR30397-c0_g8_i2	flav	0.0212	0.0149	1.4222
TR18418-c5_g1_i1	flav	0.1900	2.4679	0.0770
TR44980-c0_g1_i1	flav	0.0001	0.0574	0.0010
TR39990-c0_g5_i1	flav	0.0202	0.0960	0.2100
TR39990-c0_g4_i2	flav	0.0000	0.0176	0.0010
TR13819-c0_g2_i1	flav	0.0049	0.0000	99.0000
TR14103-c0_g2_i1	flav	0.0000	0.0262	0.0010
TR22139-c0_g1_i1	flav	0.0081	0.0472	0.1720
TR27051-c0_g13_i2	flav	0.1009	0.0940	1.0739
TR26899-c0_g1_i1	flav	0.0000	0.0204	0.0010
TR19276-c0_g2_i1	flav	0.0023	0.0124	0.1874
TR46288-c0_g3_i1	flav	0.0000	0.0162	0.0010
TR28072-c4_g2_i1	flav	0.0000	0.0350	0.0010
TR47034-c0_g1_i1	flav	0.0000	0.0234	0.0010
TR979-c0_g1_i1	flav	0.0096	0.0001	99.0000
TR46611-c0_g1_i1	flav	0.0000	0.0127	0.0010
TR43348-c0_g1_i1	flav	0.0001	0.0673	0.0010
TR37888-c0_g8_i1	flav	0.0000	0.0470	0.0010
TR37860-c1_g3_i1	flav	0.0000	0.0138	0.0010
TR37860-c1_g1_i1	flav	0.0057	0.0196	0.2890
TR44676-c0_g3_i1	flav	0.0000	0.0000	99.0000
TR18656-c0_g1_i1	flav	0.0000	0.0258	0.0010
TR16098-c1_g1_i1	flav	0.0076	0.0001	99.0000
TR15400-c58_g2_i1	flav	0.0320	0.0221	1.4453
TR45785-c0_g2_i1	flav	0.0035	0.0255	0.1363
TR3201-c0_g1_i1	flav	0.0616	0.1970	0.3128
TR26729-c0_g5_i2	flav	0.0100	0.0436	0.2299
TR45299-c0_g1_i1	flav	0.0181	0.0252	0.7177
TR38265-c0_g2_i1	flav	0.0000	0.0000	2.0000
TR15795-c0_g2_i1	flav	0.0043	0.0166	0.2582
TR23809-c0_g1_i1	flav	0.0000	0.0338	0.0010
TR23695-c0_g2_i1	flav	0.0000	0.0262	0.0010
TR21322-c1_g1_i1	flav	0.0000	0.0000	0.3040
TR156-c0_g1_i1	flav	0.0261	0.0495	0.5276
TR15898-c0_g1_i1	flav	0.0001	0.0739	0.0010
TR4595-c0_g1_i1	flav	0.0065	0.0409	0.1586
TR44374-c1_g1_i1	flav	0.0000	0.0096	0.0010
TR22746-c0_g1_i1	flav	0.0093	0.1016	0.0918
TR31959-c0_g1_i1	flav	0.0095	0.0001	99.0000
TR11216-c0_g2_i1	flav	0.0061	0.0001	99.0000
TR47268-c0_g1_i1	flav	0.0053	0.0630	0.0848
TR1406-c0_g3_i3	flav	0.0063	0.0159	0.3961
TR1638-c0_g4_i1	flav	0.0097	0.0601	0.1616
TR12862-c1_g1_i1	flav	0.0048	0.0144	0.3331
TR21196-c0_g1_i1	flav	0.0032	0.0339	0.0954
TR46449-c0_g2_i1	flav	0.0047	0.0205	0.2289
TR6603-c0_g3_i1	flav	0.0721	2.2859	0.0315
TR12278-c0_g2_i1	flav	0.0000	0.0252	0.0010
TR8641-c0_g2_i2	flav	0.0000	0.0428	0.0010
TR18227-c0_g6_i1	flav	0.0000	0.0000	0.0010
TR34495-c0_g2_i1	flav	0.0034	0.0087	0.3905
TR18795-c0_g1_i1	flav	0.0019	0.0227	0.0834
TR23403-c0_g11_i1	flav	0.0001	0.1002	0.0010
TR13282-c7_g1_i1	flav	0.0133	0.0443	0.2995
TR23079-c3_g2_i5	flav	0.0000	0.0084	0.0010
TR23192-c0_g1_i1	flav	0.0000	0.0212	0.0010
TR32311-c5_g1_i1	flav	0.0000	0.0000	0.2169
TR45652-c1_g1_i1	flav	0.0000	0.0247	0.0010
TR36257-c0_g1_i1	flav	0.0000	0.0482	0.0010
TR1553-c0_g1_i1	flav	0.0084	0.0503	0.1672
TR18905-c5_g1_i1	flav	0.0116	0.0273	0.4257
TR11163-c0_g3_i1	flav	0.0000	0.0467	0.0010
TR34576-c0_g1_i1	flav	0.0000	0.0487	0.0010
TR40106-c0_g1_i2	flav	0.0015	0.0292	0.0507
TR30424-c1_g2_i1	flav	0.0000	0.0096	0.0010
TR12993-c1_g3_i1	flav	0.0000	0.0278	0.0010
TR12793-c0_g3_i1	flav	0.0345	0.0892	0.3866
TR23861-c0_g2_i1	flav	0.0000	0.0174	0.0010
TR13957-c0_g1_i1	flav	0.0018	0.0335	0.0526
TR10840-c0_g1_i1	flav	0.0000	0.0000	0.0010
TR26707-c0_g1_i1	flav	0.0152	0.0887	0.1717
TR30344-c1_g9_i4	flav	0.0000	0.0000	0.0010
TR30344-c1_g9_i5	flav	0.0388	0.1208	0.3215
TR12404-c1_g3_i1	flav	0.0000	0.0131	0.0010
TR2566-c0_g1_i4	flav	0.0078	0.0159	0.4903
TR4343-c0_g1_i1	flav	0.0181	0.0501	0.3620
TR32864-c1_g2_i1	flav	0.0034	0.0286	0.1192
TR39871-c0_g1_i1	flav	0.0255	0.0167	1.5266
TR43753-c2_g1_i1	flav	0.0033	0.0129	0.2550
TR8481-c1_g6_i2	flav	0.0000	0.0164	0.0010
TR4126-c0_g1_i1	flav	0.0020	0.0539	0.0380
TR13469-c0_g1_i2	flav	0.0000	0.0159	0.0010
TR13469-c1_g1_i1	flav	0.0000	0.0185	0.0010
TR13469-c1_g2_i1	flav	0.0176	0.0330	0.5330
TR31599-c0_g1_i1	flav	0.0000	0.0464	0.0010
TR7215-c0_g1_i1	flav	0.0079	0.0174	0.4553
TR6717-c0_g1_i1	flav	0.0000	0.0199	0.0010
TR22853-c0_g1_i1	flav	0.0001	0.0508	0.0010
TR12118-c1_g1_i1	flav	0.0037	0.0240	0.1552
TR16014-c1_g4_i6	flav	0.0048	0.0283	0.1692
TR31779-c0_g2_i1	flav	0.0000	0.0000	0.0010
TR26653-c0_g1_i1	flav	0.0000	0.0207	0.0010
TR43345-c0_g1_i1	flav	0.0001	0.0538	0.0010
TR8055-c0_g2_i1	flav	0.0000	0.0193	0.0010
TR41040-c0_g1_i1	flav	0.0000	0.0424	0.0010
TR17571-c0_g1_i2	flav	0.0000	0.0130	0.0010
TR13987-c0_g2_i1	flav	0.0001	0.0668	0.0010
TR3180-c0_g7_i1	flav	0.0000	0.0347	0.0010
TR24437-c0_g4_i1	flav	0.0208	0.0547	0.3811
TR24437-c0_g1_i1	flav	0.0033	0.0000	99.0000
TR17925-c0_g1_i1	flav	0.0000	0.0327	0.0010
TR24578-c0_g1_i1	flav	0.0000	0.0000	0.0010
TR23587-c0_g3_i1	flav	0.0070	0.0560	0.1248
TR35282-c0_g4_i1	flav	0.0001	0.0617	0.0010
TR21974-c0_g1_i2	flav	0.0001	0.0825	0.0010
TR30325-c0_g1_i1	flav	0.1368	3.1191	0.0439
TR21467-c0_g1_i1	flav	0.0254	0.0640	0.3971
TR10106-c0_g2_i1	flav	0.0001	0.0725	0.0010
TR16900-c0_g1_i1	flav	0.0000	0.0094	0.0010
TR13212-c0_g5_i1	flav	0.0121	0.0107	1.1287
TR14720-c1_g1_i1	flav	0.0074	0.0001	99.0000
TR38911-c1_g3_i1	flav	0.0110	0.0179	0.6116
TR46151-c0_g1_i1	flav	0.0021	0.0385	0.0541
TR41987-c2_g4_i2	flav	0.0000	0.0000	0.0010
TR43177-c1_g1_i1	flav	0.0000	0.0350	0.0010
TR24039-c0_g1_i1	flav	0.0085	0.0402	0.2111
TR19954-c4_g3_i1	flav	0.0114	0.0332	0.3430
TR7590-c0_g1_i1	flav	0.0000	0.0000	0.0370
TR41850-c0_g5_i1	flav	0.0044	0.0306	0.1435
TR42296-c0_g2_i1	flav	0.0065	0.0001	99.0000
TR27540-c1_g1_i1	flav	0.0000	0.0453	0.0010
TR29048-c0_g2_i1	flav	0.0000	0.0138	0.0010
TR36337-c0_g1_i1	flav	0.0001	0.0642	0.0010
TR11863-c0_g2_i1	flav	0.0000	0.0098	0.0010
TR46225-c0_g6_i1	flav	0.0000	0.0216	0.0010
TR25512-c0_g3_i2	flav	0.0217	0.0751	0.2885
TR37785-c0_g1_i1	flav	0.0000	0.0000	1.5345
TR3066-c0_g1_i1	flav	0.0001	0.0763	0.0010
TR14367-c0_g1_i1	flav	0.0001	0.0596	0.0010
TR12998-c0_g1_i1	flav	0.0064	0.0767	0.0829
TR4560-c1_g3_i1	flav	0.0271	0.0003	99.0000
TR13677-c1_g1_i1	flav	0.0079	0.0911	0.0869
TR44460-c0_g1_i2	flav	0.0123	0.0091	1.3503
TR1294-c0_g2_i2	flav	0.0000	0.0095	0.0010
TR23814-c0_g1_i1	flav	0.0000	0.0163	0.0010
TR24611-c0_g2_i1	flav	0.0000	0.0146	0.0010
TR11455-c0_g1_i2	flav	0.0059	0.0359	0.1639
TR11455-c0_g1_i1	flav	0.0000	0.0160	0.0010
TR25105-c2_g2_i1	flav	0.0000	0.0468	0.0010
TR35920-c0_g1_i1	flav	0.0059	0.0209	0.2822
TR20163-c0_g1_i3	flav	0.1333	1.3523	0.0985
TR45050-c0_g3_i1	flav	0.0000	0.0000	1.9971
TR25024-c0_g5_i1	flav	0.0000	0.0230	0.0010
TR25024-c0_g2_i1	flav	0.0217	0.0258	0.8418
TR25024-c0_g7_i1	flav	0.0000	0.0471	0.0010
TR30996-c0_g12_i1	flav	0.0000	0.0462	0.0010
TR30996-c0_g14_i1	flav	0.0000	0.0000	0.0405
TR12473-c0_g2_i1	flav	0.0020	0.0328	0.0605
TR6725-c0_g1_i1	flav	0.0000	0.0000	0.0010
TR6451-c1_g1_i1	flav	0.0000	0.0120	0.0010
TR16739-c0_g1_i1	flav	0.0035	0.0133	0.2637
TR16739-c0_g3_i1	flav	0.0000	0.0000	0.0010
TR45387-c0_g1_i1	flav	0.0001	0.0560	0.0010
TR32474-c0_g2_i1	flav	0.0049	0.0195	0.2505
TR32474-c1_g1_i1	flav	0.0051	0.0081	0.6334
TR44730-c0_g1_i1	flav	0.0049	0.0391	0.1246
TR22412-c0_g1_i1	flav	0.0000	0.0000	0.4779
TR46470-c0_g1_i1	flav	0.0000	0.0000	0.0010
TR42461-c0_g1_i2	flav	0.0024	0.0287	0.0821
TR18022-c0_g2_i1	flav	0.0118	0.0385	0.3051
TR7481-c0_g1_i1	flav	0.0070	0.0390	0.1786
TR44216-c0_g1_i1	flav	0.0000	0.0232	0.0010
TR47531-c0_g1_i1	flav	0.0000	0.0132	0.0010
TR45596-c1_g6_i1	flav	0.0036	0.0304	0.1184
TR27453-c1_g1_i1	flav	0.0100	0.0492	0.2028
TR961-c0_g2_i6	flav	0.0000	0.0206	0.0010
TR961-c0_g1_i2	flav	0.0000	0.0000	0.0010
TR23123-c0_g3_i1	flav	0.0044	0.0779	0.0559
TR4138-c0_g1_i1	flav	0.0001	0.0501	0.0010
TR37637-c0_g5_i1	flav	0.0000	0.0369	0.0010
TR23265-c0_g1_i1	flav	0.0000	0.0208	0.0010
TR29769-c2_g1_i3	flav	0.0095	0.0391	0.2418
TR41295-c0_g1_i1	flav	0.0293	0.0662	0.4429
TR35662-c0_g1_i1	flav	0.0000	0.0188	0.0010
TR8407-c0_g1_i1	flav	0.0000	0.0080	0.0010
TR34324-c0_g1_i1	flav	0.0179	0.0114	1.5657
TR36341-c0_g1_i1	flav	0.0000	0.0475	0.0010
TR6775-c0_g1_i1	flav	0.0052	0.0486	0.1071
TR2146-c2_g2_i1	flav	0.0164	0.0926	0.1768
TR39477-c0_g1_i1	flav	0.0000	0.0249	0.0010
TR13918-c3_g1_i1	flav	0.0000	0.0230	0.0010
TR22860-c1_g2_i1	flav	0.0000	0.0208	0.0010
TR42078-c0_g1_i1	flav	0.0058	0.0126	0.4632
TR24119-c3_g1_i1	flav	0.0000	0.0000	0.0010
TR36932-c0_g3_i1	flav	0.0000	0.0000	0.0095
TR38451-c0_g1_i1	flav	0.0036	0.0071	0.5023
TR4356-c0_g1_i1	flav	0.0031	0.0408	0.0762
TR15859-c0_g2_i1	flav	0.0000	0.0075	0.0010
TR11280-c0_g2_i1	flav	0.0048	0.0185	0.2579
TR11280-c0_g1_i2	flav	0.0000	0.0159	0.0010
TR39486-c2_g4_i1	flav	0.0267	0.0780	0.3422
TR36227-c1_g1_i1	flav	0.0060	0.0274	0.2188
TR13879-c1_g1_i1	flav	0.0051	0.0261	0.1944
TR45223-c0_g3_i2	flav	0.0025	0.0299	0.0826
TR26500-c0_g1_i2	flav	0.0000	0.0194	0.0010
TR26500-c1_g1_i1	flav	0.0000	0.0000	2.0000
TR32356-c4_g2_i3	flav	0.0186	0.0935	0.1989
TR43393-c0_g1_i1	flav	0.0349	0.0004	99.0000
TR32654-c0_g2_i1	flav	0.0001	0.0531	0.0010
TR32654-c0_g3_i1	flav	0.0000	0.0480	0.0010
TR16411-c0_g2_i1	flav	0.0000	0.0000	0.3182
TR38570-c0_g2_i1	flav	0.1586	4.9741	0.0319
TR38570-c0_g1_i1	flav	0.1086	29.6561	0.0037
TR20662-c1_g9_i1	flav	0.0000	0.0000	77.8396
TR8697-c0_g1_i1	flav	0.0161	0.0198	0.8108
TR23359-c0_g1_i1	flav	0.0026	0.0458	0.0576
TR27499-c0_g1_i1	flav	0.0127	0.0276	0.4581
TR46873-c4_g1_i2	flav	0.0030	0.0685	0.0432
TR30399-c0_g1_i1	flav	0.0030	0.0215	0.1405
TR20531-c0_g1_i1	flav	0.0027	0.0174	0.1533
TR16668-c0_g1_i1	flav	0.0141	0.0001	99.0000
TR40436-c0_g1_i1	flav	0.0000	0.0495	0.0010
TR2378-c1_g1_i1	flav	0.0047	0.0128	0.3699
TR14744-c0_g2_i1	flav	0.0000	0.0000	0.0010
TR10184-c0_g1_i1	flav	0.0084	0.0132	0.6357
TR10184-c1_g1_i1	flav	0.0001	0.0643	0.0010
TR18120-c0_g1_i1	flav	0.0098	0.0343	0.2865
TR4181-c0_g1_i1	flav	0.0000	0.0411	0.0010
TR16955-c0_g1_i3	flav	0.0254	0.0003	99.0000
TR46241-c0_g1_i2	flav	0.0000	0.0216	0.0010
TR37585-c0_g3_i1	flav	0.0000	0.0000	99.0000
TR13934-c2_g1_i4	flav	0.0000	0.0152	0.0010
TR22905-c0_g1_i1	flav	0.0000	0.0269	0.0010
TR10905-c1_g3_i1	flav	0.0000	0.0000	0.0079
TR45612-c0_g4_i1	flav	0.0000	0.0140	0.0010
TR5252-c0_g1_i2	flav	0.0024	0.0260	0.0906
TR198-c0_g1_i1	flav	0.0000	0.0489	0.0010
TR9716-c0_g3_i1	flav	0.0001	0.0508	0.0010
TR629-c0_g1_i1	flav	0.0000	0.0175	0.0010
TR31548-c0_g1_i1	flav	0.0000	0.0106	0.0010
TR3642-c1_g1_i1	flav	0.0018	0.0163	0.1094
TR7509-c1_g1_i2	flav	0.0000	0.0081	0.0010
TR34176-c1_g5_i1	flav	0.0106	0.0205	0.5175
TR34176-c1_g2_i1	flav	0.0000	0.0143	0.0010
TR8538-c0_g1_i1	flav	0.0000	0.0250	0.0010
TR2998-c0_g1_i1	flav	0.0001	0.0511	0.0010
TR10450-c0_g1_i1	flav	0.0000	0.0000	0.3126
TR25996-c1_g5_i1	flav	0.0000	0.0149	0.0010
TR25996-c1_g3_i1	flav	0.0052	0.0468	0.1118
TR46449-c1_g1_i1	flav	0.0001	0.0587	0.0010
TR21290-c0_g1_i1	flav	0.0001	0.0572	0.0010
TR43140-c0_g1_i1	flav	0.0114	0.0001	99.0000
TR42262-c0_g3_i1	flav	0.0022	0.1054	0.0210
TR16214-c0_g2_i2	flav	0.0060	0.0282	0.2115
TR28522-c0_g1_i1	flav	0.0068	0.0271	0.2493
TR37945-c1_g4_i1	flav	0.0191	0.0349	0.5489
TR1648-c0_g1_i1	flav	0.0058	0.0800	0.0725
TR19776-c1_g2_i1	flav	0.0075	0.0001	99.0000
TR19776-c0_g1_i1	flav	0.0001	0.0533	0.0010
TR7598-c0_g1_i1	flav	0.0042	0.0564	0.0747
TR38807-c0_g1_i1	flav	0.0000	0.0285	0.0010
TR9442-c0_g1_i2	flav	0.0000	0.0183	0.0010
TR17607-c0_g1_i1	flav	0.0112	0.0415	0.2698
TR29878-c1_g1_i1	flav	0.0031	0.0408	0.0759
TR23346-c0_g1_i1	flav	0.0026	0.0073	0.3558
TR16109-c0_g1_i1	flav	0.0054	0.0103	0.5272
TR43098-c0_g2_i1	flav	0.0001	0.1231	0.0010
TR35684-c0_g1_i1	flav	0.0000	0.0150	0.0010
TR19217-c0_g1_i1	flav	0.0000	0.0452	0.0010
TR19706-c0_g4_i1	flav	0.0000	0.0000	0.0010
TR19706-c0_g2_i1	flav	0.0001	0.1131	0.0010
TR14790-c1_g7_i1	flav	0.0131	0.0139	0.9416
TR14790-c1_g3_i1	flav	0.0073	0.0304	0.2401
TR4676-c0_g8_i1	flav	0.0001	0.0609	0.0010
TR6831-c0_g2_i1	flav	0.0000	0.0000	0.0010
TR12993-c0_g1_i1	flav	0.0127	0.0544	0.2341
TR34175-c0_g1_i1	flav	0.0136	0.0352	0.3859
TR16883-c0_g1_i1	flav	0.0000	0.0000	0.0010
TR35335-c2_g3_i1	flav	0.0100	0.0001	99.0000
TR42877-c0_g1_i1	flav	0.0045	0.0531	0.0845
TR43549-c0_g1_i1	flav	0.0113	0.0523	0.2156
TR40726-c2_g1_i1	flav	0.0077	0.0293	0.2629
TR1370-c0_g1_i1	flav	0.0102	0.1393	0.0733
TR40905-c0_g7_i1	flav	0.0085	0.0153	0.5575
TR6974-c0_g1_i1	flav	0.0000	0.0000	0.0010
TR2575-c0_g1_i1	flav	0.0000	0.0382	0.0010
TR40259-c1_g3_i1	flav	0.0635	4.6368	0.0137
TR39723-c0_g3_i5	flav	0.0053	0.0336	0.1591
TR41258-c0_g1_i1	flav	0.0000	0.0387	0.0010
TR40760-c0_g4_i1	flav	0.0000	0.0148	0.0010
TR33639-c0_g2_i1	flav	0.1348	0.1584	0.8513
TR14814-c0_g3_i1	flav	0.0001	0.0853	0.0010
TR34302-c3_g8_i1	flav	0.0000	0.0000	2.0003
TR9508-c0_g1_i1	flav	0.0000	0.0210	0.0010
TR738-c0_g2_i1	flav	0.0054	0.0001	99.0000
TR716-c0_g1_i1	flav	0.0079	0.0510	0.1550
TR46248-c4_g3_i1	flav	0.0000	0.0090	0.0010
TR798-c1_g1_i1	flav	0.0164	2.0285	0.0081
TR44340-c1_g1_i1	flav	0.0000	0.0000	0.3121
TR21692-c1_g2_i1	flav	0.0001	0.0604	0.0010
TR30214-c0_g5_i2	flav	0.0033	0.0387	0.0860
TR28092-c0_g1_i1	flav	0.0000	0.0484	0.0010
TR21333-c0_g2_i1	flav	0.0000	0.0480	0.0010
TR1977-c2_g1_i1	flav	0.0030	0.0578	0.0512
TR42081-c0_g1_i1	flav	0.0175	0.0565	0.3094
TR18392-c0_g1_i2	flav	0.0038	0.0201	0.1873
TR18392-c0_g1_i1	flav	0.0000	0.0000	0.3083
TR4284-c0_g1_i1	flav	0.0061	0.0708	0.0859
TR27080-c0_g1_i1	flav	0.0332	0.2123	0.1565
TR7787-c0_g1_i1	flav	0.0000	0.0199	0.0010
TR9440-c0_g1_i1	flav	0.0687	68.7470	0.0010
TR20439-c0_g1_i2	flav	0.0000	0.0000	1.5415
TR21721-c0_g1_i1	flav	0.0038	0.0272	0.1410
TR34837-c0_g3_i1	flav	0.0000	0.0363	0.0010
TR12498-c2_g6_i1	flav	0.0000	0.0000	2.0000
TR12498-c2_g3_i1	flav	0.0035	0.0392	0.0895
TR34945-c3_g11_i1	flav	0.0823	0.0722	1.1395
TR45349-c0_g1_i1	flav	0.0204	0.0450	0.4532
TR11290-c0_g1_i1	flav	0.0001	0.0518	0.0010
TR41050-c0_g1_i1	flav	0.0090	0.0152	0.5906
TR32877-c0_g2_i1	flav	0.0001	0.1269	0.0010
TR46617-c0_g2_i1	flav	0.0088	0.0251	0.3498
TR26511-c1_g1_i1	flav	0.0027	0.0324	0.0821
TR14646-c0_g1_i1	flav	0.0066	0.0108	0.6121
TR34427-c0_g1_i2	flav	0.0035	0.0261	0.1337
TR34427-c0_g1_i1	flav	0.0036	0.0265	0.1340
TR6455-c2_g2_i1	flav	0.0000	0.0387	0.0010
TR38346-c0_g1_i1	flav	0.0000	0.0310	0.0010
TR4722-c0_g2_i1	flav	0.0053	0.0001	99.0000
TR4722-c0_g1_i1	flav	0.0041	0.0087	0.4707
TR9331-c0_g1_i1	flav	0.0000	0.0000	0.0010
TR37184-c0_g1_i1	flav	0.0172	0.0002	99.0000
TR19262-c0_g6_i2	flav	0.0001	0.0937	0.0010
TR10162-c0_g1_i3	flav	0.0288	0.0273	1.0533
TR25131-c0_g1_i2	flav	0.0000	0.0332	0.0010
TR31240-c5_g1_i1	flav	0.0056	0.1042	0.0541
TR31240-c0_g2_i1	flav	0.0050	0.0001	99.0000
TR33135-c0_g1_i1	flav	0.0000	0.0088	0.0010
TR4408-c0_g1_i2	flav	0.0000	0.0207	0.0010
TR8806-c0_g1_i2	flav	0.0000	0.0149	0.0010
TR40695-c1_g1_i1	flav	0.0064	0.0228	0.2806
TR3728-c0_g1_i1	flav	0.0129	0.0362	0.3571
TR3728-c0_g6_i1	flav	0.0079	0.0141	0.5609
TR7621-c0_g2_i1	flav	0.0001	0.0727	0.0010
TR39897-c1_g2_i1	flav	0.0000	0.0000	0.9192
TR25787-c0_g1_i1	flav	0.0000	0.0205	0.0010
TR34816-c3_g1_i1	flav	0.0000	0.0000	0.2159
TR3355-c2_g2_i1	flav	0.0000	0.0316	0.0010
TR3355-c2_g4_i2	flav	0.0157	0.0779	0.2017
TR22297-c0_g4_i1	flav	0.0283	0.0558	0.5077
TR40208-c0_g1_i1	flav	0.0069	0.0367	0.1867
TR4780-c1_g1_i1	flav	0.0000	0.0114	0.0010
TR35175-c1_g8_i1	flav	0.0098	0.0001	99.0000
TR25376-c1_g1_i1	flav	0.0061	0.0724	0.0841
TR19288-c0_g1_i1	flav	0.0000	0.0149	0.0010
TR15734-c0_g2_i1	flav	0.0000	0.0320	0.0010
TR25722-c0_g2_i1	flav	0.0176	0.0430	0.4104
TR9804-c0_g1_i3	flav	0.0000	0.0263	0.0010
TR43528-c0_g4_i1	flav	0.0001	0.0507	0.0010
TR19230-c0_g1_i1	flav	0.0139	0.0324	0.4270
TR44472-c0_g1_i1	flav	0.0000	0.0000	0.0766
TR21341-c0_g1_i1	flav	0.0000	0.0368	0.0010
TR7614-c0_g1_i5	flav	0.0000	0.0201	0.0010
TR19701-c1_g2_i1	flav	0.0000	0.0000	0.0010
TR26062-c0_g5_i1	flav	0.0000	0.0113	0.0010
TR38931-c1_g4_i1	flav	0.0000	0.0089	0.0010
TR9441-c0_g1_i1	flav	0.0000	0.0000	0.0010
TR32340-c0_g5_i1	flav	0.0105	0.1500	0.0703
TR18549-c0_g4_i1	flav	0.0039	0.0236	0.1638
TR18549-c0_g1_i2	flav	0.0000	0.0251	0.0010
TR161-c0_g2_i1	flav	0.0112	0.0121	0.9229
TR2581-c0_g1_i1	flav	0.0000	0.0175	0.0010
TR15925-c0_g1_i1	flav	0.0000	0.0295	0.0010
TR2222-c0_g5_i6	flav	0.0001	0.0582	0.0010
TR36269-c1_g6_i1	flav	0.0001	0.0797	0.0010
TR38943-c1_g1_i2	flav	0.0031	0.0375	0.0831
TR38107-c4_g5_i1	flav	0.0313	3.0695	0.0102
TR44417-c0_g2_i1	flav	0.0809	1.7454	0.0463
TR9888-c1_g6_i1	flav	0.0001	0.0547	0.0010
TR20757-c0_g4_i1	flav	0.0079	0.0346	0.2283
TR19814-c1_g1_i3	flav	0.0021	0.0237	0.0906
TR21698-c2_g1_i1	flav	0.0091	0.0001	99.0000
TR3894-c0_g2_i1	flav	0.0000	0.0352	0.0010
TR17976-c1_g1_i1	flav	0.0068	0.0202	0.3384
TR44624-c0_g2_i1	flav	0.0096	0.0524	0.1825
TR28904-c1_g1_i2	flav	0.0023	0.0532	0.0440
TR29578-c3_g1_i1	flav	0.0041	0.0105	0.3905
TR36555-c1_g10_i1	flav	0.0025	0.0289	0.0872
TR36555-c1_g2_i1	flav	0.0023	0.0265	0.0865
TR33719-c0_g4_i1	flav	0.0000	0.0161	0.0010
TR32523-c0_g3_i2	flav	0.0000	0.0076	0.0010
TR32523-c0_g2_i1	flav	0.0000	0.0164	0.0010
TR4834-c3_g1_i1	flav	0.0000	0.0391	0.0010
TR30029-c0_g1_i1	flav	0.0089	0.0236	0.3788
TR11598-c4_g1_i2	flav	0.0062	0.0152	0.4065
TR7263-c0_g1_i1	flav	0.0000	0.0453	0.0010
TR3026-c1_g1_i1	flav	0.0040	0.0542	0.0744
TR27155-c0_g1_i1	flav	0.0440	0.0853	0.5154
TR21898-c4_g2_i1	flav	0.1042	0.0732	1.4232
TR41211-c0_g2_i1	flav	0.0114	0.0313	0.3632
TR29762-c0_g1_i1	flav	0.1348	0.3067	0.4394
TR41474-c0_g1_i1	flav	0.0061	0.0409	0.1480
TR11546-c1_g4_i1	flav	0.0000	0.0247	0.0010
TR46176-c1_g1_i1	flav	0.0054	0.0170	0.3170
TR34321-c0_g1_i3	flav	0.0001	0.0546	0.0010
TR41302-c0_g4_i1	flav	0.0000	0.0208	0.0010
TR23526-c0_g1_i1	flav	0.0000	0.0000	0.0010
TR367-c0_g1_i1	flav	0.0297	0.1275	0.2329
TR30470-c1_g7_i1	flav	0.0000	0.0472	0.0010
TR20775-c1_g2_i1	flav	0.0000	0.0131	0.0010
TR7464-c1_g3_i3	flav	0.0077	0.0183	0.4215
TR20674-c1_g2_i2	flav	0.0971	0.1462	0.6642
TR19803-c1_g4_i2	flav	0.0561	0.0169	3.3080
TR41828-c0_g1_i1	flav	0.0000	0.0174	0.0010
TR21355-c0_g2_i1	flav	0.0000	0.0277	0.0010
TR17786-c1_g1_i1	flav	0.0062	0.0736	0.0848
TR15669-c0_g2_i1	flav	0.0002	0.1549	0.0010
TR6096-c2_g1_i1	flav	0.0000	0.0000	6.5905
TR3590-c0_g1_i1	flav	0.0151	0.0352	0.4273
TR3812-c1_g2_i2	flav	0.0000	0.0000	0.0010
TR21921-c5_g1_i1	flav	0.0080	0.0193	0.4139
TR34149-c0_g3_i4	flav	0.0001	0.0509	0.0010
TR34149-c0_g1_i1	flav	0.0196	0.0370	0.5297
TR4096-c0_g1_i1	flav	0.0046	0.0137	0.3391
TR24162-c0_g4_i1	flav	0.0001	0.0881	0.0010
TR40329-c2_g2_i1	flav	0.0047	0.0000	99.0000
TR23288-c1_g1_i1	flav	0.0000	0.0141	0.0010
TR33006-c0_g1_i1	flav	0.0000	0.0119	0.0010
TR26614-c0_g1_i1	flav	0.0063	0.0358	0.1750
TR2131-c1_g6_i1	flav	0.0154	0.0224	0.6887
TR32227-c1_g2_i4	flav	0.0076	0.0293	0.2611
TR6513-c0_g1_i1	flav	0.0000	0.0224	0.0010
TR37402-c0_g2_i1	flav	0.0080	0.0001	99.0000
TR21176-c6_g1_i1	flav	0.0357	0.0387	0.9221
TR15834-c2_g10_i6	flav	0.0065	0.0105	0.6212
TR6207-c0_g1_i1	flav	0.0089	0.0398	0.2245
