contig	species	dN	dS	dNdS
TR48066-c0_g2_i1	flav	0.0045	0.0511	0.0871
TR48073-c1_g2_i1	flav	0.0000	0.0103	0.0010
TR48086-c0_g1_i1	flav	0.0008	0.0261	0.0309
TR48091-c2_g2_i1	flav	0.0096	0.0001	99.0000
TR48111-c0_g1_i1	flav	0.0011	0.0086	0.1339
TR48134-c0_g3_i1	flav	0.0000	0.0151	0.0010
TR48144-c0_g1_i1	flav	0.0000	0.0154	0.0010
TR48146-c1_g4_i1	flav	0.0001	0.0509	0.0010
TR48169-c0_g1_i1	flav	0.0001	0.0588	0.0010
TR48185-c0_g2_i1	flav	0.0054	0.0763	0.0705
TR48200-c0_g1_i1	flav	0.0001	0.0743	0.0010
TR48207-c1_g8_i1	flav	0.0273	0.1000	0.2728
TR48286-c2_g10_i1	flav	0.0000	0.0228	0.0010
TR48299-c2_g1_i1	flav	0.0093	0.0276	0.3354
TR48299-c2_g3_i2	flav	0.0000	0.0000	0.1489
TR48340-c0_g2_i1	flav	0.0000	0.0000	0.4019
TR48346-c0_g1_i1	flav	0.0000	0.0400	0.0010
TR48363-c1_g5_i1	flav	0.0000	0.0158	0.0010
TR48369-c0_g1_i1	flav	0.0000	0.0155	0.0010
TR48371-c2_g3_i2	flav	0.0000	0.0222	0.0010
TR48371-c3_g1_i1	flav	0.0000	0.0070	0.0010
TR48372-c1_g1_i1	flav	0.0042	0.0192	0.2192
TR483-c0_g3_i2	flav	0.0012	0.0174	0.0668
TR48408-c0_g2_i1	flav	0.0039	0.0438	0.0897
TR48422-c0_g1_i1	flav	0.0000	0.0145	0.0010
TR48429-c2_g2_i2	flav	0.0213	0.0457	0.4668
TR48453-c0_g1_i1	flav	0.0038	0.0248	0.1537
TR48466-c0_g1_i1	flav	0.0033	0.0057	0.5771
TR48468-c0_g1_i1	flav	0.0000	0.0143	0.0010
TR48523-c0_g7_i1	flav	0.0000	0.0409	0.0010
TR48540-c0_g1_i1	flav	0.0001	0.0741	0.0010
TR48543-c0_g1_i1	flav	0.0000	0.0254	0.0010
TR48543-c0_g2_i1	flav	0.0031	0.0113	0.2714
TR48558-c1_g2_i1	flav	0.0000	0.0104	0.0010
TR48559-c0_g3_i1	flav	0.0054	0.0489	0.1113
TR48569-c0_g5_i1	flav	0.0189	0.0002	99.0000
TR4858-c0_g9_i1	flav	0.0000	0.0000	0.2764
TR48590-c0_g1_i1	flav	0.0830	0.1675	0.4952
TR48595-c0_g1_i1	flav	0.0000	0.0283	0.0010
TR4861-c0_g4_i1	flav	0.0000	0.0250	0.0010
TR48622-c2_g1_i5	flav	0.0000	0.0248	0.0010
TR48622-c2_g3_i1	flav	0.0000	0.0111	0.0010
TR48638-c0_g2_i1	flav	0.0000	0.0267	0.0010
TR48657-c1_g1_i1	flav	0.0000	0.0485	0.0010
TR48658-c0_g2_i1	flav	0.0000	0.0157	0.0010
TR48684-c0_g1_i1	flav	0.0720	0.2270	0.3169
TR48700-c0_g1_i1	flav	0.0048	0.0133	0.3617
TR48722-c0_g4_i1	flav	0.0000	0.0179	0.0010
TR48727-c0_g1_i1	flav	0.0000	0.0155	0.0010
TR48738-c0_g1_i1	flav	0.0000	0.0283	0.0010
TR48794-c0_g1_i2	flav	0.0063	0.0225	0.2813
TR48812-c0_g5_i1	flav	0.0000	0.0000	0.4018
TR48842-c0_g1_i2	flav	0.0000	0.0370	0.0010
TR48842-c1_g3_i4	flav	0.0000	0.0492	0.0010
TR48842-c1_g4_i1	flav	0.0000	0.0294	0.0010
TR48872-c0_g2_i1	flav	0.0000	0.0116	0.0010
TR48877-c0_g2_i1	flav	0.0000	0.0398	0.0010
TR48878-c1_g1_i2	flav	0.0000	0.0160	0.0010
TR4890-c0_g1_i1	flav	0.0038	0.0129	0.2916
TR48911-c0_g4_i1	flav	0.0032	0.0500	0.0641
TR4891-c1_g2_i1	flav	0.0049	0.0514	0.0948
TR48932-c0_g5_i4	flav	0.0087	0.0221	0.3919
TR48933-c1_g2_i1	flav	0.0035	0.0234	0.1493
TR4894-c0_g1_i1	flav	0.0000	0.0000	0.0010
TR48959-c0_g6_i1	flav	0.0123	0.0357	0.3457
TR4895-c0_g1_i1	flav	0.0000	0.0112	0.0010
TR48965-c0_g1_i2	flav	0.0000	0.0344	0.0010
TR49000-c0_g4_i1	flav	0.0095	0.0324	0.2923
TR49001-c0_g1_i1	flav	0.0000	0.0445	0.0010
TR49006-c0_g1_i1	flav	0.0059	0.0583	0.1012
TR4901-c0_g2_i1	flav	0.0055	0.0001	99.0000
TR49060-c0_g1_i2	flav	0.0000	0.0000	0.0010
TR49074-c0_g1_i1	flav	0.0053	0.0124	0.4250
TR4907-c0_g1_i2	flav	0.0001	0.1445	0.0010
TR49119-c0_g8_i1	flav	0.0000	0.0245	0.0010
TR49136-c0_g6_i1	flav	0.0045	0.0709	0.0636
TR49154-c0_g1_i1	flav	0.0145	0.0351	0.4126
TR49156-c1_g1_i1	flav	0.0000	0.0190	0.0010
TR49177-c1_g1_i1	flav	0.0000	0.0314	0.0010
TR49199-c0_g1_i1	flav	0.0000	0.0229	0.0010
TR49200-c0_g1_i1	flav	0.0097	0.0240	0.4031
TR49201-c0_g1_i1	flav	0.0000	0.0376	0.0010
TR49205-c0_g1_i1	flav	0.0028	0.0396	0.0696
TR49214-c0_g1_i1	flav	0.0310	0.0518	0.5987
TR49241-c0_g2_i1	flav	0.0000	0.0137	0.0010
TR49256-c0_g1_i1	flav	0.0000	0.0000	0.3565
TR49259-c0_g1_i1	flav	0.0000	0.0262	0.0010
TR49307-c0_g1_i2	flav	0.0165	0.0480	0.3442
TR49313-c0_g5_i1	flav	0.0000	0.0166	0.0010
TR49317-c0_g6_i3	flav	0.0309	0.0203	1.5270
TR49318-c0_g7_i1	flav	0.0338	0.0643	0.5263
TR49321-c0_g1_i2	flav	0.0000	0.0000	0.4019
TR49322-c1_g3_i1	flav	0.0000	0.0107	0.0010
TR49322-c1_g6_i1	flav	0.0000	0.0255	0.0010
TR4935-c0_g3_i1	flav	0.0000	0.0134	0.0010
TR49380-c1_g1_i1	flav	0.0000	0.0322	0.0010
TR49380-c2_g1_i1	flav	0.0082	0.0279	0.2944
TR49403-c0_g1_i3	flav	0.0000	0.0062	0.0010
TR49458-c4_g6_i1	flav	0.0220	0.0515	0.4274
TR49461-c1_g1_i1	flav	0.0000	0.0142	0.0010
TR49467-c1_g1_i1	flav	0.0000	0.0251	0.0010
TR49550-c2_g1_i1	flav	0.0000	0.0262	0.0010
TR49550-c3_g1_i1	flav	0.0197	0.0392	0.5019
TR49551-c0_g1_i3	flav	0.0000	0.0097	0.0010
TR49554-c1_g3_i1	flav	0.0065	0.0001	99.0000
TR4955-c0_g1_i1	flav	0.0000	0.0297	0.0010
TR49570-c0_g2_i3	flav	0.0000	0.0000	0.4020
TR49570-c0_g3_i1	flav	0.0000	0.0000	0.2636
TR49582-c1_g1_i1	flav	0.0070	0.0152	0.4644
TR49582-c1_g3_i4	flav	0.0133	0.0109	1.2235
TR49587-c2_g3_i1	flav	0.1073	0.0400	2.6828
TR49602-c1_g9_i1	flav	0.0001	0.0895	0.0010
TR49606-c0_g1_i1	flav	0.0000	0.0224	0.0010
TR49642-c0_g1_i1	flav	0.0152	0.0778	0.1951
TR49647-c0_g1_i1	flav	0.0000	0.0297	0.0010
TR49655-c1_g1_i1	flav	0.0000	0.0297	0.0010
TR49677-c0_g1_i1	flav	0.0000	0.0332	0.0010
TR49692-c0_g4_i2	flav	0.0000	0.0073	0.0010
TR496-c0_g1_i2	flav	0.0000	0.0000	0.3928
TR49711-c0_g16_i2	flav	0.0031	0.0164	0.1895
TR49715-c0_g2_i1	flav	0.0035	0.0448	0.0789
TR49720-c1_g5_i2	flav	0.0000	0.0163	0.0010
TR49720-c4_g1_i6	flav	0.0000	0.0101	0.0010
TR49744-c0_g4_i2	flav	0.0001	0.0678	0.0010
TR49746-c0_g1_i1	flav	0.0088	0.0001	99.0000
TR49752-c1_g7_i1	flav	0.0296	0.0915	0.3236
TR49769-c0_g1_i1	flav	0.0055	0.0696	0.0783
TR4977-c0_g1_i3	flav	0.0000	0.0245	0.0010
TR49784-c1_g1_i2	flav	0.0107	0.0415	0.2584
TR49799-c0_g5_i1	flav	0.0000	0.0000	0.4019
TR49799-c3_g2_i1	flav	0.0000	0.0168	0.0010
TR4980-c0_g4_i1	flav	0.0001	0.1212	0.0010
TR49816-c1_g5_i2	flav	0.0041	0.0152	0.2671
TR49850-c1_g1_i2	flav	0.0023	0.0290	0.0794
TR49858-c1_g2_i1	flav	0.0000	0.0323	0.0010
TR49890-c0_g4_i1	flav	0.0337	0.0648	0.5196
TR49897-c0_g3_i1	flav	0.0100	0.0001	99.0000
TR4990-c0_g1_i1	flav	0.0162	0.0794	0.2040
TR49911-c0_g1_i1	flav	0.0000	0.0045	0.0010
TR49913-c2_g1_i2	flav	0.0000	0.0379	0.0010
TR49914-c0_g2_i1	flav	0.0000	0.0133	0.0010
TR49937-c0_g1_i1	flav	0.0107	0.0001	99.0000
TR49939-c0_g1_i1	flav	0.0126	0.0301	0.4196
TR49986-c3_g1_i1	flav	0.0159	0.0248	0.6416
TR50004-c0_g6_i3	flav	0.0000	0.0000	99.0000
TR50048-c0_g1_i1	flav	0.0001	0.0770	0.0010
TR50050-c0_g4_i1	flav	0.0067	0.0001	99.0000
TR50050-c0_g5_i1	flav	0.0000	0.0000	0.0010
TR50073-c0_g1_i1	flav	0.0016	0.0063	0.2580
TR50076-c0_g1_i1	flav	0.0020	0.0078	0.2588
TR50086-c3_g10_i1	flav	0.0055	0.0001	99.0000
TR50091-c0_g2_i1	flav	0.0000	0.0151	0.0010
TR50124-c1_g4_i2	flav	0.0124	0.0001	99.0000
TR50157-c0_g1_i1	flav	0.0037	0.0076	0.4830
TR5016-c0_g16_i2	flav	0.0000	0.0106	0.0010
TR5016-c0_g6_i1	flav	0.0176	0.0002	99.0000
TR50187-c0_g2_i1	flav	0.0044	0.0238	0.1832
TR50197-c0_g1_i1	flav	0.0064	0.0640	0.1006
TR50206-c2_g1_i1	flav	0.0706	0.0745	0.9467
TR50236-c0_g1_i1	flav	0.0109	0.0511	0.2132
TR50239-c2_g3_i1	flav	0.0031	0.0063	0.4844
TR50239-c2_g8_i1	flav	0.0001	0.0688	0.0010
TR50251-c0_g2_i1	flav	0.0000	0.0000	0.0010
TR50262-c6_g1_i1	flav	0.0000	0.0069	0.0010
TR50267-c0_g1_i1	flav	0.0000	0.0439	0.0010
TR50267-c0_g3_i2	flav	0.0000	0.0320	0.0010
TR50272-c3_g1_i1	flav	0.0022	0.0151	0.1466
TR50275-c0_g2_i1	flav	0.0000	0.0088	0.0010
TR50322-c1_g1_i1	flav	0.0151	0.0385	0.3923
TR50325-c0_g1_i1	flav	0.0000	0.0000	99.0000
TR50325-c0_g3_i3	flav	0.0000	0.0000	0.0010
TR50331-c0_g1_i1	flav	0.0000	0.0000	0.0010
TR50336-c0_g6_i3	flav	0.0565	0.0401	1.4083
TR50340-c0_g2_i1	flav	0.0056	0.0229	0.2455
TR50341-c0_g1_i1	flav	0.0118	0.0001	99.0000
TR50361-c1_g2_i3	flav	0.0166	0.0251	0.6611
TR50369-c0_g1_i1	flav	0.0000	0.0475	0.0010
TR50384-c0_g7_i1	flav	0.0113	0.0543	0.2074
TR50385-c0_g1_i1	flav	0.0051	0.0359	0.1412
TR503-c0_g3_i1	flav	0.0000	0.0477	0.0010
TR50408-c0_g1_i1	flav	0.0001	0.0593	0.0010
TR50411-c0_g1_i1	flav	0.0064	0.0265	0.2406
TR50427-c1_g3_i1	flav	0.0000	0.0000	0.0010
TR50429-c0_g2_i1	flav	0.0001	0.0579	0.0010
TR50454-c3_g1_i1	flav	0.0039	0.0115	0.3397
TR50489-c0_g1_i1	flav	0.0079	0.0105	0.7531
TR50515-c0_g1_i2	flav	0.0016	0.0289	0.0564
TR50525-c0_g1_i1	flav	0.0125	0.0428	0.2919
TR50598-c12_g3_i2	flav	0.0027	0.0268	0.1005
TR50598-c16_g3_i2	flav	0.0000	0.0000	0.4020
TR50598-c2_g2_i1	flav	0.0032	0.0000	99.0000
TR50615-c1_g2_i1	flav	0.0055	0.0132	0.4173
TR50617-c0_g1_i1	flav	0.0000	0.0000	0.4107
TR50617-c1_g2_i1	flav	0.0000	0.0169	0.0010
TR50623-c1_g1_i1	flav	0.0001	0.0547	0.0010
TR50661-c0_g3_i1	flav	0.0106	0.1399	0.0758
TR50680-c1_g4_i1	flav	0.0217	0.0157	1.3807
TR50684-c7_g5_i2	flav	0.0020	0.0212	0.0958
TR50694-c1_g10_i1	flav	0.0000	0.0000	0.4026
TR50694-c1_g2_i1	flav	0.0000	0.0167	0.0010
TR50694-c1_g6_i1	flav	0.0000	0.0360	0.0010
TR50715-c1_g2_i1	flav	0.0028	0.0000	99.0000
TR50724-c1_g1_i1	flav	0.0000	0.0102	0.0010
TR50725-c0_g3_i1	flav	0.0000	0.0411	0.0010
TR50731-c0_g1_i1	flav	0.0000	0.0000	0.0010
TR50747-c0_g1_i1	flav	0.0000	0.0069	0.0010
TR50771-c2_g4_i1	flav	0.0033	0.0453	0.0722
TR5078-c0_g7_i3	flav	0.0061	0.0001	99.0000
TR50799-c0_g2_i1	flav	0.0164	0.0910	0.1806
TR5080-c4_g1_i3	flav	0.0000	0.0000	0.3886
TR50813-c0_g6_i2	flav	0.0000	0.0255	0.0010
TR50831-c0_g1_i1	flav	0.0000	0.0226	0.0010
TR50843-c0_g1_i1	flav	0.0001	0.0585	0.0010
TR50843-c0_g5_i2	flav	0.0001	0.1249	0.0010
TR50846-c1_g2_i1	flav	0.0000	0.0000	0.0010
TR50891-c16_g5_i1	flav	0.0000	0.0066	0.0010
TR50891-c4_g1_i1	flav	0.0000	0.0469	0.0010
TR50891-c6_g1_i1	flav	0.0000	0.0213	0.0010
TR50891-c9_g11_i1	flav	0.0000	0.0257	0.0010
TR50901-c4_g1_i1	flav	0.0027	0.0077	0.3454
TR50927-c1_g3_i1	flav	0.0179	0.0545	0.3285
TR50927-c2_g3_i9	flav	0.0568	4.1376	0.0137
TR50941-c1_g1_i1	flav	0.0000	0.0145	0.0010
TR50949-c0_g1_i1	flav	0.0199	0.0135	1.4812
TR50987-c0_g1_i1	flav	0.0166	0.0002	99.0000
TR50995-c1_g8_i2	flav	0.0000	0.0250	0.0010
TR51012-c0_g3_i1	flav	0.0000	0.0000	0.7782
TR51019-c0_g1_i1	flav	0.0000	0.0181	0.0010
TR51020-c0_g2_i1	flav	0.0000	0.0000	0.0010
TR51041-c0_g2_i1	flav	0.0000	0.0000	0.4020
TR51044-c2_g1_i1	flav	0.0561	56.1184	0.0010
TR51072-c0_g2_i1	flav	0.0001	0.0618	0.0010
TR5107-c0_g2_i2	flav	0.0023	0.0394	0.0582
TR5111-c0_g3_i2	flav	0.0000	0.0000	0.4019
TR5111-c0_g8_i1	flav	0.0101	0.0164	0.6169
TR51121-c0_g2_i1	flav	0.1899	2.5534	0.0744
TR5112-c0_g4_i1	flav	0.0234	22.0363	0.0011
TR51135-c0_g1_i2	flav	0.0115	0.1135	0.1010
TR51135-c0_g2_i1	flav	0.0001	0.0835	0.0010
TR51146-c0_g5_i1	flav	0.0049	0.0000	99.0000
TR51165-c0_g1_i2	flav	0.0000	0.0148	0.0010
TR51188-c0_g1_i1	flav	0.0108	0.0555	0.1953
TR51210-c8_g5_i2	flav	0.0954	0.1482	0.6441
TR5123-c0_g2_i1	flav	0.0001	0.1253	0.0010
TR51249-c0_g2_i2	flav	0.0000	0.0048	0.0010
TR51262-c0_g1_i1	flav	0.0000	0.0429	0.0010
TR51269-c0_g1_i1	flav	0.0000	0.0000	0.4020
TR51288-c0_g1_i3	flav	0.0000	0.0297	0.0010
TR51288-c0_g2_i1	flav	0.0096	0.0001	99.0000
TR51290-c0_g3_i1	flav	0.0010	0.0123	0.0786
TR5130-c0_g1_i1	flav	0.0000	0.0436	0.0010
TR51314-c0_g6_i1	flav	0.0000	0.0155	0.0010
TR51319-c0_g2_i1	flav	0.0000	0.0138	0.0010
TR51319-c0_g5_i1	flav	0.0426	0.0796	0.5352
TR51326-c0_g1_i1	flav	0.0000	0.0413	0.0010
TR51340-c0_g1_i1	flav	0.0033	0.0392	0.0835
TR51347-c0_g1_i1	flav	0.0116	0.0067	1.7223
TR51358-c0_g1_i1	flav	0.0257	0.0526	0.4878
TR51359-c0_g9_i4	flav	0.0000	0.0201	0.0010
TR5136-c0_g1_i1	flav	0.0683	0.1872	0.3651
TR51379-c0_g5_i2	flav	0.0094	0.1130	0.0828
TR51391-c1_g2_i1	flav	0.0000	0.0205	0.0010
TR51415-c0_g8_i1	flav	0.0000	0.0000	1.6998
TR51426-c0_g4_i1	flav	0.0052	0.0001	99.0000
TR51432-c0_g2_i1	flav	0.0000	0.0197	0.0010
TR5144-c0_g1_i1	flav	0.0000	0.0260	0.0010
TR51477-c0_g2_i1	flav	0.0000	0.0000	0.3962
TR51480-c0_g1_i1	flav	0.0081	0.0286	0.2831
TR51489-c1_g1_i1	flav	0.0000	0.0440	0.0010
TR51490-c0_g1_i1	flav	0.0022	0.0311	0.0697
TR51504-c0_g1_i1	flav	0.0009	0.0047	0.1938
TR51515-c0_g1_i1	flav	0.0093	0.1016	0.0918
TR51526-c1_g1_i1	flav	0.0124	0.0247	0.4998
TR51546-c0_g2_i1	flav	0.0000	0.0165	0.0010
TR51557-c0_g2_i1	flav	0.0111	0.0143	0.7746
TR51562-c0_g2_i1	flav	0.0063	0.0157	0.4028
TR51567-c4_g3_i1	flav	0.0001	0.0656	0.0010
TR51567-c6_g4_i2	flav	0.0000	0.0000	0.4019
TR51594-c2_g2_i1	flav	0.0040	0.0298	0.1348
TR51606-c0_g1_i3	flav	0.0092	0.0294	0.3140
TR51633-c0_g3_i1	flav	0.0720	2.3826	0.0302
TR51708-c0_g2_i1	flav	0.0001	0.0755	0.0010
TR51720-c0_g2_i1	flav	0.0396	0.1036	0.3824
TR51747-c0_g2_i4	flav	0.0000	0.0307	0.0010
TR51764-c0_g2_i1	flav	0.0000	0.0380	0.0010
TR51784-c0_g1_i1	flav	0.0000	0.0170	0.0010
TR51791-c0_g2_i1	flav	0.0000	0.0348	0.0010
TR51793-c0_g1_i2	flav	0.0189	0.0363	0.5207
TR51835-c1_g3_i1	flav	0.0000	0.0084	0.0010
TR51850-c0_g4_i1	flav	0.0082	0.0001	99.0000
TR51862-c1_g2_i2	flav	0.0000	0.0000	0.4021
TR51887-c0_g1_i1	flav	0.0089	0.0239	0.3735
TR51912-c0_g1_i1	flav	0.0000	0.0385	0.0010
TR51912-c1_g4_i1	flav	0.0000	0.0458	0.0010
TR51919-c0_g1_i1	flav	0.0116	0.0273	0.4257
TR51959-c0_g3_i1	flav	0.0000	0.0347	0.0010
TR51968-c0_g2_i1	flav	0.0001	0.0624	0.0010
TR51977-c1_g1_i1	flav	0.0030	0.0226	0.1322
TR5197-c0_g5_i1	flav	0.0000	0.0096	0.0010
TR51996-c0_g2_i1	flav	0.0000	0.0285	0.0010
TR52010-c1_g2_i2	flav	0.0343	0.0989	0.3463
TR52057-c0_g2_i1	flav	0.0000	0.0174	0.0010
TR52082-c0_g1_i1	flav	0.0019	0.0169	0.1099
TR52088-c0_g4_i2	flav	0.0034	0.0527	0.0643
TR52092-c1_g1_i1	flav	0.0139	0.1161	0.1201
TR52101-c3_g4_i4	flav	0.0000	0.0000	0.4018
TR52101-c3_g4_i5	flav	0.0000	0.0251	0.0010
TR52125-c0_g2_i1	flav	0.0001	0.0529	0.0010
TR52126-c0_g1_i1	flav	0.0224	0.0178	1.2627
TR52150-c0_g1_i4	flav	0.0000	0.0000	0.4020
TR5215-c0_g1_i4	flav	0.0039	0.0274	0.1435
TR52160-c0_g3_i1	flav	0.0058	0.0200	0.2900
TR52197-c0_g1_i2	flav	0.0000	0.0110	0.0010
TR52216-c0_g3_i1	flav	0.0000	0.0343	0.0010
TR52227-c0_g1_i1	flav	0.0022	0.0289	0.0744
TR52238-c0_g2_i6	flav	0.0023	0.0075	0.3007
TR52238-c0_g4_i4	flav	0.0000	0.0370	0.0010
TR52238-c0_g5_i2	flav	0.0078	0.0001	99.0000
TR5223-c0_g1_i1	flav	0.0000	0.0464	0.0010
TR52254-c0_g7_i1	flav	0.0000	0.0000	0.4048
TR52255-c0_g1_i1	flav	0.0000	0.0199	0.0010
TR5226-c0_g1_i1	flav	0.0000	0.0206	0.0010
TR52271-c0_g2_i1	flav	0.0070	0.0267	0.2631
TR52276-c1_g4_i2	flav	0.0048	0.0283	0.1692
TR52291-c0_g1_i1	flav	0.0000	0.0000	0.0010
TR52294-c0_g2_i1	flav	0.0001	0.0618	0.0010
TR52302-c0_g2_i1	flav	0.0000	0.0379	0.0010
TR52319-c0_g2_i1	flav	0.0000	0.0193	0.0010
TR52340-c0_g1_i1	flav	0.0000	0.0265	0.0010
TR52390-c1_g2_i1	flav	0.0000	0.0171	0.0010
TR52401-c0_g3_i1	flav	0.0000	0.0256	0.0010
TR52426-c0_g1_i2	flav	0.0000	0.0347	0.0010
TR52429-c1_g2_i1	flav	0.0000	0.0413	0.0010
TR52429-c1_g2_i8	flav	0.0158	0.0185	0.8541
TR52432-c0_g1_i1	flav	0.0000	0.0105	0.0010
TR52471-c0_g1_i1	flav	0.0000	0.0000	0.0251
TR52472-c0_g1_i3	flav	0.0070	0.0410	0.1705
TR52478-c0_g1_i2	flav	0.0001	0.0766	0.0010
TR52479-c0_g5_i1	flav	0.0000	0.0339	0.0010
TR52487-c0_g1_i1	flav	0.0074	0.1314	0.0562
TR52488-c0_g1_i1	flav	0.0254	0.0640	0.3971
TR52497-c0_g2_i2	flav	0.0000	0.0410	0.0010
TR52504-c0_g2_i1	flav	0.0000	0.0000	0.4570
TR52505-c0_g5_i1	flav	0.0114	0.0119	0.9594
TR52507-c0_g1_i1	flav	0.0000	0.0000	99.0000
TR52507-c2_g2_i1	flav	0.0117	0.0001	99.0000
TR52510-c0_g1_i1	flav	0.0000	0.0252	0.0010
TR52513-c0_g2_i4	flav	0.0000	0.0000	0.0010
TR52522-c2_g2_i1	flav	0.0000	0.0114	0.0010
TR52522-c5_g1_i3	flav	0.0040	0.0224	0.1780
TR52523-c5_g14_i3	flav	0.0000	0.0000	0.1780
TR52536-c0_g1_i1	flav	0.0000	0.0000	0.0010
TR52539-c0_g4_i1	flav	0.0000	0.0260	0.0010
TR52542-c0_g5_i1	flav	0.0000	0.0216	0.0010
TR52571-c1_g7_i1	flav	0.0000	0.0244	0.0010
TR5262-c0_g1_i2	flav	0.0000	0.0218	0.0010
TR52637-c0_g1_i1	flav	0.0001	0.0638	0.0010
TR52646-c0_g2_i1	flav	0.0000	0.0000	0.4023
TR52702-c0_g4_i2	flav	0.0000	0.0143	0.0010
TR52711-c0_g1_i1	flav	0.0121	0.0312	0.3869
TR52723-c0_g1_i1	flav	0.0000	0.0000	15.9066
TR5273-c0_g1_i1	flav	0.0001	0.1001	0.0010
TR5274-c0_g1_i5	flav	0.0000	0.0000	0.4021
TR52764-c0_g1_i1	flav	0.0001	0.0710	0.0010
TR52767-c5_g10_i1	flav	0.0208	0.0396	0.5258
TR52779-c0_g3_i1	flav	0.0026	0.0567	0.0459
TR52819-c0_g2_i5	flav	0.0000	0.0000	0.2109
TR52830-c0_g7_i1	flav	0.0022	0.0192	0.1150
TR52837-c0_g1_i1	flav	0.0049	0.0413	0.1191
TR52842-c0_g2_i1	flav	0.0000	0.0146	0.0010
TR52845-c0_g3_i1	flav	0.0012	0.0247	0.0470
TR52845-c0_g3_i2	flav	0.0000	0.0162	0.0010
TR52847-c2_g3_i1	flav	0.0000	0.0339	0.0010
TR52854-c0_g1_i1	flav	0.0058	0.0231	0.2488
TR52876-c2_g1_i1	flav	0.0113	0.0728	0.1546
TR52892-c1_g1_i1	flav	0.0047	0.0000	99.0000
TR52900-c0_g1_i1	flav	0.0000	0.0112	0.0010
TR52900-c1_g14_i1	flav	0.0094	0.0354	0.2640
TR52900-c1_g3_i1	flav	0.0067	0.0224	0.2995
TR52901-c0_g11_i1	flav	0.0000	0.0192	0.0010
TR52901-c0_g6_i1	flav	0.0000	0.0000	0.4023
TR52906-c0_g1_i1	flav	0.0020	0.0087	0.2352
TR52908-c2_g7_i4	flav	0.0000	0.0000	0.4020
TR52913-c0_g1_i1	flav	0.0000	0.0433	0.0010
TR52913-c2_g2_i1	flav	0.0000	0.0174	0.0010
TR52913-c2_g3_i1	flav	0.0000	0.0000	0.0010
TR52931-c0_g1_i1	flav	0.0000	0.0249	0.0010
TR52944-c0_g3_i2	flav	0.0047	0.0456	0.1022
TR52944-c0_g4_i1	flav	0.0026	0.0243	0.1051
TR52965-c1_g1_i2	flav	0.0000	0.0392	0.0010
TR52985-c0_g1_i1	flav	0.0025	0.0000	99.0000
TR52987-c1_g2_i4	flav	0.0061	0.0700	0.0878
TR53014-c1_g3_i3	flav	0.0022	0.0319	0.0699
TR53057-c0_g2_i1	flav	0.0236	0.0448	0.5273
TR53069-c0_g2_i2	flav	0.0067	0.0215	0.3133
TR53099-c0_g1_i1	flav	0.0000	0.0232	0.0010
TR53104-c0_g2_i1	flav	0.0000	0.0465	0.0010
TR53104-c1_g1_i5	flav	0.0000	0.0285	0.0010
TR53125-c0_g5_i1	flav	0.0161	0.0388	0.4155
TR53159-c0_g3_i3	flav	0.0000	0.0000	0.6674
TR53159-c0_g7_i1	flav	0.0000	0.0181	0.0010
TR53166-c0_g1_i1	flav	0.0001	0.1141	0.0010
TR53170-c0_g1_i1	flav	0.0000	0.0173	0.0010
TR53172-c1_g7_i1	flav	0.0001	0.0525	0.0010
TR53174-c0_g1_i1	flav	0.0018	0.0361	0.0505
TR5317-c4_g5_i1	flav	0.0046	0.0178	0.2606
TR53182-c0_g1_i1	flav	0.0224	0.0387	0.5786
TR53190-c0_g1_i1	flav	0.0000	0.0383	0.0010
TR53191-c0_g3_i1	flav	0.0000	0.0000	0.4019
TR53211-c0_g1_i1	flav	0.0303	0.0231	1.3098
TR53233-c0_g1_i3	flav	0.0000	0.0312	0.0010
TR5323-c0_g4_i1	flav	0.0000	0.0245	0.0010
TR5325-c0_g1_i1	flav	0.0163	0.1109	0.1473
TR53291-c0_g1_i2	flav	0.0000	0.0359	0.0010
TR532-c0_g1_i1	flav	0.0000	0.0130	0.0010
TR53302-c0_g1_i1	flav	0.0000	0.0103	0.0010
TR53313-c0_g1_i1	flav	0.0028	0.0182	0.1549
TR53313-c6_g3_i1	flav	0.0000	0.0000	0.4019
TR53314-c2_g2_i1	flav	0.0000	0.0057	0.0010
TR53335-c0_g1_i2	flav	0.0000	0.0000	0.4019
TR53338-c0_g2_i1	flav	0.0000	0.0300	0.0010
TR53355-c0_g19_i1	flav	0.0000	0.0151	0.0010
TR53357-c0_g1_i1	flav	0.0053	0.0001	99.0000
TR53357-c0_g6_i1	flav	0.0000	0.0000	0.4010
TR53359-c3_g7_i1	flav	0.0265	0.0655	0.4045
TR533-c0_g2_i1	flav	0.0028	0.0430	0.0652
TR53405-c0_g2_i3	flav	0.0024	0.0309	0.0764
TR53438-c0_g5_i5	flav	0.0051	0.0287	0.1762
TR53446-c0_g2_i1	flav	0.0000	0.0194	0.0010
TR53446-c1_g1_i1	flav	0.0068	0.0001	99.0000
TR53453-c3_g13_i3	flav	0.0315	0.1965	0.1601
TR53458-c0_g1_i1	flav	0.0000	0.0000	0.0010
TR53460-c0_g1_i1	flav	0.0001	0.0540	0.0010
TR53460-c0_g6_i2	flav	0.0000	0.0360	0.0010
TR53509-c0_g1_i2	flav	0.0000	0.0000	0.4018
TR53509-c1_g1_i2	flav	0.0000	0.0359	0.0010
TR53509-c1_g2_i1	flav	0.0045	0.0688	0.0660
