contig	species	dN	dS	dNdS
TR38530-c0_g1_i1	macro	0.0000	0.0000	0.0010
TR40093-c0_g3_i6	macro	0.0000	0.0169	0.0010
TR31844-c0_g1_i1	macro	0.0001	0.0701	0.0010
TR34870-c0_g3_i1	macro	0.0000	0.0167	0.0010
TR28627-c1_g1_i1	macro	0.0000	0.0104	0.0010
TR10664-c0_g2_i1	macro	0.0000	0.0304	0.0010
TR42657-c0_g1_i1	macro	0.0222	0.0197	1.1248
TR8019-c0_g3_i2	macro	0.0378	0.0153	2.4755
TR47507-c0_g1_i1	macro	0.0550	0.1115	0.4931
TR12838-c0_g1_i1	macro	0.0001	0.0563	0.0010
TR51025-c0_g1_i1	macro	0.0047	0.0623	0.0762
TR47477-c0_g4_i1	macro	0.0000	0.0237	0.0010
TR13773-c0_g4_i2	macro	0.0000	0.0080	0.0010
TR24335-c0_g1_i1	macro	0.0057	0.0665	0.0851
TR13683-c0_g5_i2	macro	0.0001	0.0795	0.0010
TR18091-c0_g2_i1	macro	0.0090	0.0416	0.2150
TR41424-c0_g1_i1	macro	0.0000	0.0000	0.0010
TR32924-c0_g2_i1	macro	0.0058	0.0465	0.1240
TR16802-c0_g2_i1	macro	0.0000	0.0128	0.0010
TR43688-c0_g1_i1	macro	0.0000	0.0073	0.0010
TR40691-c0_g1_i1	macro	0.0339	0.1071	0.3162
TR19861-c0_g1_i1	macro	0.0000	0.0156	0.0010
TR5066-c0_g1_i1	macro	0.0108	0.0306	0.3522
TR1137-c1_g7_i2	macro	0.0000	0.0152	0.0010
TR50454-c0_g1_i1	macro	0.0000	0.0000	0.0010
TR288-c0_g3_i1	macro	0.0001	0.1185	0.0010
TR26755-c0_g1_i1	macro	0.0067	0.0299	0.2242
TR49239-c0_g2_i1	macro	0.0001	0.0508	0.0010
TR20013-c1_g1_i1	macro	0.0189	0.0636	0.2975
TR16830-c0_g1_i2	macro	0.0001	0.1058	0.0010
TR16830-c0_g1_i1	macro	0.0028	0.0381	0.0744
TR16203-c0_g1_i1	macro	0.0030	0.0096	0.3058
TR45786-c1_g10_i2	macro	0.0035	0.0642	0.0538
TR46042-c0_g1_i1	macro	0.0062	0.0567	0.1100
TR10031-c0_g2_i2	macro	0.0000	0.0134	0.0010
TR25218-c0_g6_i1	macro	0.0058	0.0116	0.4987
TR5897-c0_g2_i1	macro	0.0000	0.0306	0.0010
TR14516-c0_g1_i1	macro	0.0000	0.0254	0.0010
TR26460-c0_g1_i1	macro	0.0132	0.0272	0.4855
TR12202-c0_g1_i1	macro	0.0621	2.1977	0.0282
TR32515-c0_g1_i1	macro	0.0097	0.0268	0.3633
TR28575-c0_g1_i1	macro	0.0001	0.0709	0.0010
TR15381-c0_g1_i1	macro	0.0156	0.0002	99.0000
TR982-c0_g6_i2	macro	0.0000	0.0316	0.0010
TR982-c0_g1_i1	macro	0.0126	0.0001	99.0000
TR982-c0_g3_i2	macro	0.0000	0.0000	0.2844
TR42117-c0_g2_i3	macro	0.0000	0.0482	0.0010
TR1836-c4_g2_i1	macro	0.0104	0.0430	0.2425
TR38491-c0_g2_i1	macro	0.0000	0.0368	0.0010
TR22620-c0_g1_i1	macro	0.0123	0.0223	0.5502
TR14126-c0_g1_i1	macro	0.0001	0.1224	0.0010
TR22333-c0_g2_i1	macro	0.0031	0.0153	0.1989
TR25993-c0_g3_i1	macro	0.0000	0.0000	0.0010
TR25993-c0_g6_i1	macro	0.0000	0.0439	0.0010
TR48597-c0_g1_i3	macro	0.0000	0.0218	0.0010
TR39038-c0_g1_i1	macro	0.0024	0.0372	0.0641
TR28922-c1_g1_i1	macro	0.0046	0.0519	0.0888
TR14994-c0_g3_i2	macro	0.0150	0.0259	0.5801
TR13705-c1_g5_i2	macro	0.0098	0.0001	99.0000
TR13705-c1_g1_i1	macro	0.0000	0.0000	2.0001
TR36613-c0_g2_i1	macro	0.0066	0.0548	0.1198
TR32117-c1_g2_i2	macro	0.0001	0.1426	0.0010
TR48383-c0_g1_i4	macro	0.0000	0.0331	0.0010
TR7319-c2_g2_i2	macro	0.0000	0.0000	0.8670
TR22092-c0_g2_i1	macro	0.0202	0.1486	0.1362
TR17236-c0_g1_i4	macro	0.0000	0.0095	0.0010
TR21645-c0_g2_i1	macro	0.0000	0.0474	0.0010
TR5562-c0_g2_i1	macro	0.0000	0.0101	0.0010
TR10749-c0_g2_i1	macro	0.0068	0.0134	0.5111
TR36235-c0_g2_i1	macro	0.0036	0.0000	99.0000
TR42715-c0_g1_i1	macro	0.0075	0.0350	0.2153
TR35117-c0_g1_i1	macro	0.0026	0.0151	0.1731
TR42459-c1_g6_i1	macro	0.1276	0.1007	1.2669
TR22308-c0_g2_i4	macro	0.0057	0.0797	0.0717
TR25298-c0_g1_i1	macro	0.0000	0.0161	0.0010
TR34339-c0_g1_i2	macro	0.0061	0.0225	0.2723
TR20988-c0_g1_i2	macro	0.0000	0.0327	0.0010
TR27661-c0_g1_i1	macro	0.0089	0.0290	0.3073
TR460-c1_g3_i1	macro	0.0000	0.0231	0.0010
TR50479-c0_g1_i1	macro	0.0045	0.0107	0.4190
TR42006-c0_g9_i1	macro	0.0000	0.0092	0.0010
TR42289-c0_g9_i1	macro	0.0000	0.0134	0.0010
TR48082-c1_g3_i1	macro	0.0076	0.0001	99.0000
TR17723-c0_g1_i1	macro	0.0000	0.0153	0.0010
TR46245-c0_g1_i1	macro	0.0000	0.0170	0.0010
TR26678-c0_g1_i1	macro	0.0001	0.0693	0.0010
TR32898-c1_g1_i1	macro	0.0000	0.0325	0.0010
TR9542-c0_g2_i1	macro	0.0000	0.0125	0.0010
TR16506-c0_g5_i1	macro	0.0000	0.0190	0.0010
TR16506-c0_g2_i1	macro	0.0000	0.0385	0.0010
TR27815-c2_g1_i1	macro	0.0022	0.0206	0.1071
TR26390-c0_g8_i2	macro	0.0000	0.0401	0.0010
TR6412-c0_g1_i1	macro	0.0000	0.0157	0.0010
TR46-c0_g1_i1	macro	0.0221	0.0924	0.2390
TR13332-c1_g1_i1	macro	0.0000	0.0141	0.0010
TR35967-c0_g1_i1	macro	0.0075	0.0001	99.0000
TR9706-c1_g2_i1	macro	0.0000	0.0000	0.5073
TR9706-c1_g1_i1	macro	0.0000	0.0141	0.0010
TR16450-c0_g1_i1	macro	0.0000	0.0223	0.0010
TR1365-c2_g1_i1	macro	0.0001	0.0519	0.0010
TR13351-c0_g3_i1	macro	0.0063	0.0510	0.1236
TR13351-c0_g2_i3	macro	0.0000	0.0309	0.0010
TR39276-c0_g2_i3	macro	0.0000	0.0000	0.0010
TR34500-c0_g1_i1	macro	0.0000	0.0251	0.0010
TR11599-c0_g2_i1	macro	0.0582	0.0006	99.0000
TR25760-c0_g1_i1	macro	0.0000	0.0405	0.0010
TR45845-c0_g1_i1	macro	0.0001	0.0582	0.0010
TR38508-c0_g1_i1	macro	0.0000	0.0000	99.0000
TR28073-c0_g1_i1	macro	0.0001	0.0678	0.0010
TR13630-c2_g1_i2	macro	0.0200	0.0143	1.4048
TR27604-c0_g2_i1	macro	0.0248	0.1557	0.1594
TR4192-c0_g2_i1	macro	0.0000	0.0000	0.0133
TR14420-c0_g1_i2	macro	0.0000	0.0234	0.0010
TR33441-c0_g2_i1	macro	0.0068	0.0398	0.1705
TR9400-c1_g1_i1	macro	0.0043	0.0459	0.0944
TR45265-c0_g1_i1	macro	0.0001	0.0621	0.0010
TR27928-c0_g4_i1	macro	0.0000	0.0245	0.0010
TR27928-c0_g3_i1	macro	0.0189	0.0243	0.7773
TR26531-c0_g1_i1	macro	0.0156	0.0299	0.5235
TR5191-c0_g1_i1	macro	0.0000	0.0134	0.0010
TR20352-c0_g1_i1	macro	0.0333	0.0757	0.4397
TR25662-c1_g1_i1	macro	0.0019	0.0051	0.3707
TR15921-c0_g1_i1	macro	0.0000	0.0134	0.0010
TR19523-c0_g8_i1	macro	0.0000	0.0425	0.0010
TR34747-c0_g1_i1	macro	0.0049	0.0656	0.0749
TR21622-c0_g2_i1	macro	0.1007	3.2558	0.0309
TR6399-c0_g2_i2	macro	0.0035	0.0087	0.4008
TR30503-c0_g2_i1	macro	0.0104	0.0467	0.2235
TR34021-c0_g4_i2	macro	0.0000	0.0116	0.0010
TR19839-c0_g5_i1	macro	0.0000	0.0265	0.0010
TR13244-c5_g6_i1	macro	0.0000	0.0000	99.0000
TR11841-c0_g1_i1	macro	0.0000	0.0482	0.0010
TR36317-c0_g2_i1	macro	0.0167	0.0289	0.5769
TR46862-c0_g2_i1	macro	0.0000	0.0000	2.0001
TR9826-c1_g1_i1	macro	0.0001	0.0909	0.0010
TR32370-c0_g1_i1	macro	0.0000	0.0323	0.0010
TR31738-c0_g1_i1	macro	0.0001	0.0742	0.0010
TR21645-c1_g6_i1	macro	0.0000	0.0115	0.0010
TR39142-c0_g1_i2	macro	0.0095	0.1818	0.0524
TR22450-c1_g3_i1	macro	0.0022	0.0099	0.2212
TR1714-c0_g3_i1	macro	0.0113	0.0358	0.3162
TR50089-c2_g1_i1	macro	0.0047	0.0471	0.0995
TR13952-c3_g4_i1	macro	0.0000	0.0235	0.0010
TR7448-c0_g3_i1	macro	0.0000	0.0401	0.0010
TR36356-c0_g4_i1	macro	0.0031	0.0620	0.0500
TR36356-c0_g6_i1	macro	0.0024	0.0385	0.0627
TR37280-c0_g1_i1	macro	0.0000	0.0379	0.0010
TR40302-c0_g1_i1	macro	0.0000	0.0107	0.0010
TR9165-c0_g1_i1	macro	0.0000	0.0000	0.0395
TR6081-c2_g1_i4	macro	0.0000	0.0000	0.0374
TR5729-c1_g2_i1	macro	0.0000	0.0137	0.0010
TR5729-c1_g1_i1	macro	0.0062	0.0403	0.1527
TR30121-c0_g1_i2	macro	0.0032	0.0349	0.0918
TR18002-c0_g1_i3	macro	0.0000	0.0274	0.0010
TR10758-c1_g1_i1	macro	0.0032	0.0695	0.0459
TR9621-c0_g1_i1	macro	0.0531	0.1523	0.3486
TR3382-c0_g1_i1	macro	0.0046	0.0437	0.1043
TR50966-c1_g1_i3	macro	0.0000	0.0276	0.0010
TR13490-c1_g1_i1	macro	0.0082	0.0105	0.7806
TR38371-c0_g1_i2	macro	0.0153	0.0395	0.3866
TR40738-c0_g2_i1	macro	0.0000	0.0000	99.0000
TR11448-c0_g1_i1	macro	0.0000	0.0240	0.0010
TR28274-c1_g2_i1	macro	0.0090	0.0129	0.6995
TR28274-c2_g2_i3	macro	0.0000	0.0293	0.0010
TR28524-c0_g2_i1	macro	0.0102	0.0115	0.8877
TR25675-c0_g1_i2	macro	0.0000	0.0187	0.0010
TR12784-c0_g1_i1	macro	0.0000	0.0261	0.0010
TR1457-c0_g2_i1	macro	0.0107	0.0525	0.2033
TR43953-c0_g1_i1	macro	0.0019	0.0376	0.0495
TR30108-c0_g2_i2	macro	0.0052	0.0592	0.0875
TR30108-c1_g2_i2	macro	0.0079	0.0697	0.1138
TR31406-c0_g1_i1	macro	0.0000	0.0360	0.0010
TR43479-c1_g4_i1	macro	0.0058	0.0241	0.2423
TR43479-c1_g2_i1	macro	0.0000	0.0166	0.0010
TR26723-c1_g1_i1	macro	0.0000	0.0438	0.0010
TR19749-c0_g1_i1	macro	0.0044	0.0161	0.2710
TR38590-c0_g1_i1	macro	0.0000	0.0268	0.0010
TR15417-c1_g2_i1	macro	0.0000	0.0000	0.2579
TR15417-c1_g3_i1	macro	0.0000	0.0071	0.0010
TR19955-c0_g4_i2	macro	0.0038	0.0309	0.1218
TR37890-c2_g1_i2	macro	0.0045	0.0192	0.2351
TR12173-c3_g1_i1	macro	0.0020	0.0794	0.0246
TR7347-c0_g2_i1	macro	0.0000	0.0350	0.0010
TR19933-c1_g6_i1	macro	0.0000	0.0322	0.0010
TR31485-c0_g2_i1	macro	0.0000	0.0273	0.0010
TR10087-c0_g3_i3	macro	0.0106	0.0140	0.7629
TR36682-c0_g1_i1	macro	0.0207	0.0304	0.6797
TR24005-c3_g1_i1	macro	0.0064	0.0572	0.1123
TR31675-c0_g6_i1	macro	0.0028	0.0231	0.1197
TR9040-c0_g1_i1	macro	0.0000	0.0000	0.0010
TR17013-c0_g6_i1	macro	0.0000	0.0000	99.0000
TR17013-c0_g1_i1	macro	0.0000	0.0489	0.0010
TR29153-c0_g2_i1	macro	0.0000	0.0109	0.0010
TR15501-c1_g2_i1	macro	0.0000	0.0186	0.0010
TR2217-c1_g1_i1	macro	0.0000	0.0000	0.0010
TR38416-c0_g2_i1	macro	0.0002	0.1769	0.0010
TR38416-c0_g6_i3	macro	0.0107	0.0174	0.6126
TR12128-c0_g2_i7	macro	0.0016	0.0556	0.0282
TR10001-c0_g2_i1	macro	0.1547	0.2982	0.5189
TR35659-c1_g1_i1	macro	0.0037	0.0261	0.1416
TR35540-c0_g1_i1	macro	0.0001	0.0985	0.0010
TR1753-c0_g3_i3	macro	0.0000	0.0457	0.0010
TR1753-c0_g5_i1	macro	0.0000	0.0461	0.0010
TR41718-c0_g1_i1	macro	0.0000	0.0000	0.0010
TR12333-c1_g1_i2	macro	0.0000	0.0124	0.0010
TR27866-c0_g3_i1	macro	0.0001	0.0565	0.0010
TR50017-c0_g1_i1	macro	0.0907	1.8240	0.0497
TR50559-c0_g1_i1	macro	0.0057	0.0413	0.1394
TR45874-c0_g1_i1	macro	0.0077	0.0378	0.2034
TR17145-c4_g2_i1	macro	0.0035	0.0513	0.0689
TR10478-c0_g1_i1	macro	0.0001	0.1414	0.0010
TR7076-c2_g1_i1	macro	0.0000	0.0196	0.0010
TR49324-c0_g1_i3	macro	0.0040	0.0827	0.0486
TR49324-c0_g1_i1	macro	0.0000	0.0145	0.0010
TR39049-c0_g1_i1	macro	0.0076	0.0001	99.0000
TR23290-c0_g3_i1	macro	0.0000	0.0134	0.0010
TR3866-c0_g2_i2	macro	0.0043	0.0000	99.0000
TR23414-c0_g2_i1	macro	0.0057	0.0705	0.0806
TR25202-c1_g1_i3	macro	0.0000	0.0441	0.0010
TR25499-c0_g3_i2	macro	0.0000	0.0305	0.0010
TR47800-c0_g3_i1	macro	0.0056	0.0001	99.0000
TR1872-c0_g5_i1	macro	0.0000	0.0245	0.0010
TR19372-c1_g1_i1	macro	0.0052	0.0730	0.0714
TR28619-c0_g1_i1	macro	0.0000	0.0274	0.0010
TR41857-c0_g1_i1	macro	0.0001	0.1129	0.0010
TR39569-c0_g5_i1	macro	0.0000	0.0314	0.0010
TR40419-c0_g1_i1	macro	0.0000	0.0394	0.0010
TR21519-c3_g1_i3	macro	0.0000	0.0000	99.0000
TR21519-c4_g2_i6	macro	0.0000	0.0109	0.0010
TR37177-c0_g6_i1	macro	0.0001	0.0952	0.0010
TR37177-c0_g9_i1	macro	0.0645	0.2584	0.2495
TR47624-c0_g1_i1	macro	0.0000	0.0227	0.0010
TR25761-c0_g1_i1	macro	0.0036	0.0130	0.2814
TR10078-c0_g2_i1	macro	0.0042	0.0371	0.1144
TR9743-c0_g1_i1	macro	0.0000	0.0361	0.0010
TR48488-c0_g7_i1	macro	0.0145	0.0356	0.4076
TR51166-c0_g1_i1	macro	0.0047	0.0444	0.1061
TR16706-c0_g1_i1	macro	0.0062	0.0257	0.2423
TR39799-c1_g1_i1	macro	0.0180	0.0849	0.2119
TR27048-c0_g5_i1	macro	0.0000	0.0172	0.0010
TR32501-c0_g1_i1	macro	0.0158	0.0445	0.3560
TR12653-c1_g1_i1	macro	0.0000	0.0188	0.0010
TR27083-c0_g4_i2	macro	0.0081	0.0175	0.4624
TR7815-c0_g1_i1	macro	0.0137	0.0164	0.8307
TR12637-c0_g2_i1	macro	0.0033	0.0656	0.0505
TR35305-c0_g1_i1	macro	0.0000	0.0079	0.0010
TR32317-c0_g6_i1	macro	0.0000	0.0333	0.0010
TR34065-c0_g1_i2	macro	0.0000	0.0213	0.0010
TR49361-c0_g1_i1	macro	0.0057	0.0459	0.1233
TR8074-c0_g1_i1	macro	0.0252	0.0790	0.3192
TR34889-c0_g1_i1	macro	0.0042	0.0488	0.0870
TR17385-c0_g1_i1	macro	0.0055	0.0300	0.1844
TR36952-c0_g2_i1	macro	0.0089	0.0396	0.2251
TR26355-c0_g2_i1	macro	0.0120	0.0480	0.2502
TR8972-c1_g2_i1	macro	0.0000	0.0416	0.0010
TR38760-c0_g1_i1	macro	0.0000	0.0353	0.0010
TR27646-c1_g1_i1	macro	0.0000	0.0407	0.0010
TR4862-c0_g1_i2	macro	0.0239	0.2009	0.1191
TR35042-c0_g1_i2	macro	0.0101	0.0001	99.0000
TR51376-c0_g2_i1	macro	0.0027	0.0348	0.0779
TR23728-c0_g3_i1	macro	0.0000	0.0000	0.3094
TR37188-c0_g1_i2	macro	0.0115	0.0001	99.0000
TR47529-c0_g1_i1	macro	0.0109	0.0148	0.7400
TR30063-c0_g2_i1	macro	0.0000	0.0231	0.0010
TR30063-c0_g4_i1	macro	0.0000	0.0223	0.0010
TR27626-c0_g1_i1	macro	0.0007	0.6883	0.0010
TR5197-c1_g1_i1	macro	0.0108	0.0055	1.9858
TR38928-c0_g1_i1	macro	0.0001	0.0599	0.0010
TR35725-c0_g3_i1	macro	0.0000	0.0000	0.0010
TR20189-c0_g2_i1	macro	0.0160	0.0159	1.0051
TR34098-c0_g1_i1	macro	0.0133	0.0001	99.0000
TR49898-c0_g2_i1	macro	0.0001	0.0573	0.0010
TR39496-c0_g3_i1	macro	0.0047	0.0766	0.0610
TR32706-c7_g10_i1	macro	0.0589	0.0569	1.0355
TR29579-c0_g3_i2	macro	0.0140	0.0644	0.2169
TR9948-c0_g2_i1	macro	0.0212	0.0002	99.0000
TR9948-c0_g7_i1	macro	0.0000	0.0134	0.0010
TR9948-c0_g6_i1	macro	0.0169	0.0672	0.2517
TR34657-c0_g2_i1	macro	0.0040	0.0171	0.2331
TR47376-c0_g1_i1	macro	0.0000	0.0000	0.0010
TR24603-c0_g1_i1	macro	0.0001	0.0547	0.0010
TR1192-c0_g4_i1	macro	0.0043	0.1163	0.0370
TR3074-c2_g1_i1	macro	0.0030	0.0091	0.3283
TR26103-c0_g2_i1	macro	0.0457	0.0692	0.6606
TR33173-c1_g1_i1	macro	0.0000	0.0443	0.0010
TR45961-c0_g1_i2	macro	0.1785	0.4130	0.4323
TR47864-c0_g2_i1	macro	0.0000	0.0079	0.0010
TR4079-c1_g3_i2	macro	0.0000	0.0000	0.0010
TR12316-c0_g2_i1	macro	0.0059	0.0274	0.2133
TR35970-c0_g9_i2	macro	0.0158	0.0333	0.4735
TR7810-c2_g2_i2	macro	0.0036	0.0231	0.1568
TR48898-c0_g3_i2	macro	0.0059	0.0136	0.4330
TR6421-c0_g1_i1	macro	0.0041	0.0299	0.1353
TR39953-c0_g2_i1	macro	0.0029	0.0186	0.1566
TR49794-c0_g2_i1	macro	0.0044	0.0826	0.0531
TR3290-c1_g3_i1	macro	0.0000	0.0000	0.1544
TR39044-c0_g1_i1	macro	0.0000	0.0000	0.1060
TR25517-c0_g2_i1	macro	0.0000	0.0421	0.0010
TR47629-c0_g1_i1	macro	0.0057	0.0169	0.3363
TR46035-c0_g1_i1	macro	0.0000	0.0287	0.0010
TR26717-c0_g2_i1	macro	0.0000	0.0000	0.0010
TR14608-c0_g1_i4	macro	0.0019	0.0360	0.0515
TR44878-c9_g2_i1	macro	0.0071	0.0990	0.0720
TR28269-c0_g3_i1	macro	0.0000	0.0465	0.0010
TR4254-c0_g2_i1	macro	0.0001	0.0525	0.0010
TR48318-c0_g2_i1	macro	0.0000	0.0306	0.0010
TR41733-c1_g1_i1	macro	0.0000	0.0427	0.0010
TR1174-c0_g1_i1	macro	0.0037	0.0173	0.2148
TR34913-c1_g1_i1	macro	0.0000	0.0092	0.0010
TR1214-c0_g1_i1	macro	0.0000	0.0247	0.0010
TR42679-c4_g1_i2	macro	0.0000	0.0327	0.0010
TR27547-c5_g1_i1	macro	0.0000	0.0161	0.0010
TR7525-c0_g2_i1	macro	0.0026	0.0255	0.1024
TR17528-c1_g2_i2	macro	0.0082	0.0386	0.2111
TR19873-c0_g6_i1	macro	0.0061	0.0359	0.1695
TR25995-c0_g2_i1	macro	0.0057	0.0123	0.4597
TR25811-c1_g6_i1	macro	0.0057	0.0572	0.1002
TR45670-c1_g4_i2	macro	0.0000	0.0000	0.0010
TR3822-c0_g1_i1	macro	0.0000	0.0085	0.0010
TR41275-c0_g1_i1	macro	0.0000	0.0124	0.0010
TR7895-c1_g1_i2	macro	0.0185	0.1154	0.1605
TR6114-c0_g1_i2	macro	0.0118	0.0001	99.0000
TR35477-c0_g1_i1	macro	0.0032	0.0114	0.2793
TR20699-c1_g1_i1	macro	0.0000	0.0000	2.8436
TR31529-c0_g6_i2	macro	0.0000	0.0000	0.0010
TR22674-c0_g1_i1	macro	0.0001	0.0709	0.0010
TR6375-c1_g3_i3	macro	0.0000	0.0303	0.0010
TR6039-c0_g1_i1	macro	0.0000	0.0080	0.0010
TR22670-c2_g2_i1	macro	0.0000	0.0234	0.0010
TR30138-c0_g1_i1	macro	0.0397	0.2364	0.1680
TR36352-c0_g1_i1	macro	0.0000	0.0000	0.0019
TR51231-c0_g1_i1	macro	0.0094	0.0300	0.3124
TR48872-c0_g7_i1	macro	0.0000	0.0000	0.0010
TR14390-c1_g5_i1	macro	0.0077	0.0483	0.1594
TR22839-c0_g1_i2	macro	0.0000	0.0097	0.0010
TR44509-c2_g2_i1	macro	0.0000	0.0355	0.0010
TR4785-c0_g8_i1	macro	0.0092	0.0242	0.3824
TR32005-c0_g1_i1	macro	0.0091	0.0001	99.0000
TR9872-c2_g4_i1	macro	0.0000	0.0091	0.0010
TR17846-c0_g2_i1	macro	0.0001	0.0823	0.0010
TR22306-c0_g1_i1	macro	0.0000	0.0349	0.0010
TR6405-c0_g2_i3	macro	0.0240	0.0750	0.3192
TR29654-c0_g2_i1	macro	0.0001	0.0888	0.0010
TR44951-c0_g2_i1	macro	0.0000	0.0217	0.0010
TR36533-c0_g1_i1	macro	0.0000	0.0141	0.0010
TR50775-c0_g1_i2	macro	0.0923	5.3293	0.0173
TR232-c1_g1_i2	macro	0.0492	0.0657	0.7488
TR6875-c0_g1_i1	macro	0.0061	0.0372	0.1633
TR28895-c0_g4_i1	macro	0.0037	0.0471	0.0783
TR2400-c0_g1_i2	macro	0.0111	0.0540	0.2061
TR18587-c0_g3_i1	macro	0.0001	0.0865	0.0010
TR3157-c0_g1_i1	macro	0.0001	0.0524	0.0010
TR26976-c0_g1_i1	macro	0.0000	0.0000	99.0000
TR39580-c0_g1_i1	macro	0.0166	0.1159	0.1429
TR24282-c0_g1_i2	macro	0.0001	0.0609	0.0010
TR24282-c0_g2_i1	macro	0.0000	0.0139	0.0010
TR33142-c0_g1_i1	macro	0.0097	0.0316	0.3055
TR23032-c0_g1_i2	macro	0.0000	0.0166	0.0010
TR42491-c0_g2_i1	macro	0.0015	0.0459	0.0323
TR2727-c0_g1_i1	macro	0.0000	0.0324	0.0010
TR2727-c0_g3_i1	macro	0.0000	0.0000	0.0010
TR37313-c1_g8_i1	macro	0.0000	0.0306	0.0010
TR50328-c1_g1_i1	macro	0.0000	0.0000	0.4213
TR5589-c0_g1_i1	macro	0.0000	0.0380	0.0010
TR5589-c0_g5_i2	macro	0.0034	0.0478	0.0702
TR6839-c0_g2_i1	macro	0.0000	0.0000	2.0001
TR28080-c0_g1_i1	macro	0.0000	0.0313	0.0010
TR27454-c0_g1_i1	macro	0.0000	0.0146	0.0010
TR10471-c0_g2_i1	macro	0.0000	0.0351	0.0010
TR33781-c0_g2_i1	macro	0.0000	0.0000	2.0001
TR7240-c0_g2_i1	macro	0.0108	0.0001	99.0000
TR51006-c0_g1_i1	macro	0.0001	0.0874	0.0010
TR10587-c0_g6_i1	macro	0.0000	0.0141	0.0010
TR11779-c0_g1_i1	macro	0.0229	0.1166	0.1966
TR47281-c0_g2_i1	macro	0.0024	0.0293	0.0823
TR36984-c0_g2_i2	macro	0.0000	0.0000	1.9647
TR48177-c0_g1_i1	macro	0.0012	0.0162	0.0730
TR38402-c0_g1_i1	macro	0.0000	0.0151	0.0010
TR17363-c0_g4_i1	macro	0.0029	0.0230	0.1272
TR51226-c0_g4_i1	macro	0.0139	0.0854	0.1628
TR26307-c0_g3_i1	macro	0.0000	0.0497	0.0010
TR42599-c0_g1_i1	macro	0.0001	0.1045	0.0010
TR12140-c0_g3_i3	macro	0.0001	0.0751	0.0010
TR10077-c0_g1_i1	macro	0.0272	0.1263	0.2155
TR3114-c0_g1_i1	macro	0.0000	0.0228	0.0010
TR37342-c0_g1_i1	macro	0.0044	0.0162	0.2732
TR16320-c0_g1_i1	macro	0.0002	0.2106	0.0010
TR13673-c0_g1_i1	macro	0.0000	0.0129	0.0010
TR9053-c1_g2_i1	macro	0.0000	0.0170	0.0010
TR4981-c0_g1_i1	macro	0.0000	0.0316	0.0010
TR25873-c0_g1_i1	macro	0.0000	0.0136	0.0010
TR4076-c0_g1_i1	macro	0.0028	0.0270	0.1045
TR26447-c0_g7_i2	macro	0.0000	0.0000	0.4464
TR28764-c0_g1_i1	macro	0.0150	0.0632	0.2366
TR47717-c2_g1_i1	macro	0.0012	0.0218	0.0542
TR9775-c0_g1_i1	macro	0.0041	0.0404	0.1015
TR42743-c0_g2_i1	macro	0.0001	0.1228	0.0010
TR12581-c2_g1_i3	macro	0.0070	0.0087	0.8072
TR6398-c0_g1_i1	macro	0.0076	0.0325	0.2337
TR45425-c0_g1_i1	macro	0.0033	0.0115	0.2866
TR48090-c0_g3_i1	macro	0.0000	0.0437	0.0010
TR12649-c0_g1_i1	macro	0.0000	0.0409	0.0010
TR15326-c0_g1_i1	macro	0.0001	0.0741	0.0010
TR49235-c0_g1_i1	macro	0.0023	0.0355	0.0655
TR23131-c0_g1_i1	macro	0.0062	0.0339	0.1821
TR48261-c0_g2_i1	macro	0.0000	0.0317	0.0010
TR21089-c0_g1_i1	macro	0.0053	0.0280	0.1876
TR34708-c2_g1_i1	macro	0.0000	0.0000	99.0000
TR27826-c0_g10_i1	macro	0.0000	0.0000	0.2104
TR51163-c0_g2_i1	macro	0.0000	0.0000	0.3069
TR3287-c0_g1_i1	macro	0.0069	0.0508	0.1360
TR7391-c0_g1_i3	macro	0.0023	0.0254	0.0913
TR46807-c0_g3_i1	macro	0.0000	0.0275	0.0010
TR46807-c0_g6_i1	macro	0.0104	0.0144	0.7257
TR33787-c0_g1_i1	macro	0.0000	0.0325	0.0010
TR24867-c0_g1_i1	macro	0.0000	0.0380	0.0010
TR45402-c0_g1_i1	macro	0.0000	0.0157	0.0010
TR44275-c1_g1_i3	macro	0.0000	0.0332	0.0010
TR31762-c2_g4_i1	macro	0.0043	0.0227	0.1877
TR25872-c0_g2_i1	macro	0.0000	0.0000	99.0000
TR27828-c0_g2_i1	macro	0.0084	0.0001	99.0000
TR25431-c0_g1_i2	macro	0.0000	0.0280	0.0010
TR21859-c0_g3_i1	macro	0.0116	0.0118	0.9792
TR3665-c0_g2_i1	macro	0.0000	0.0000	0.0010
TR31960-c0_g4_i1	macro	0.0001	0.0982	0.0010
TR38343-c0_g6_i1	macro	0.0000	0.0492	0.0010
TR38343-c0_g7_i2	macro	0.0000	0.0293	0.0010
TR4213-c0_g1_i1	macro	0.0000	0.0116	0.0010
TR4788-c0_g1_i1	macro	0.0000	0.0398	0.0010
TR40283-c0_g1_i1	macro	0.0040	0.0227	0.1760
TR27937-c0_g1_i2	macro	0.0117	0.0361	0.3228
TR21308-c0_g1_i1	macro	0.0083	0.0301	0.2761
TR40420-c0_g1_i1	macro	0.0046	0.0203	0.2289
TR46170-c0_g3_i2	macro	0.0027	0.0513	0.0536
TR43822-c0_g2_i2	macro	0.0071	0.0231	0.3072
TR9278-c0_g1_i1	macro	0.0034	0.0000	99.0000
TR4486-c0_g1_i1	macro	0.0118	0.1058	0.1118
